TEAM,unit,wins,make_playoffs,win_finals
mil,mil,58,1,0.20576
min,min,41,0.63288,0.0161
mia,mia,44,0.87168,0.01204
wsh,wsh,37,0.04774,1.2e-4
atl,atl,41,0.40476,0.00112
bos,bos,56,1,0.16244
det,det,18,0,0
den,den,54,1,0.12252
ny,ny,48,0.99498,0.01098
dal,dal,42,0.75142,0.0246
bkn,bkn,45,0.93246,0.00144
por,por,35,0.00302,0
okc,okc,40,0.19484,1.6e-4
tor,tor,41,0.48394,0.0062
chi,chi,40,0.25598,0.00124
cha,cha,26,0,0
uta,uta,39,0.14124,1.4e-4
gs,gs,42,0.80562,0.05502
cle,cle,51,1,0.03252
hou,hou,20,0,0
lal,lal,41,0.46534,0.0119
phi,phi,54,1,0.17162
mem,mem,51,1,0.12584
no,no,40,0.19988,0.00108
lac,lac,43,0.8695,0.00718
sac,sac,49,0.99992,0.00396
orl,orl,33,8e-5,0
phx,phx,44,0.93634,0.026
ind,ind,36,0.00838,2e-5
sa,sa,21,0,0
