TEAM,unit,wins,make_playoffs,win_finals
mil,mil,58,1,0.13518
min,min,42,0.8261,0.01938
mia,mia,43,0.83014,0.00548
wsh,wsh,37,0.00856,2e-5
atl,atl,41,0.47412,0.00126
bos,bos,57,1,0.25096
det,det,17,0,0
den,den,55,1,0.13666
ny,ny,47,0.99994,0.0107
dal,dal,40,0.1444,0.00204
bkn,bkn,45,0.97412,0.00158
por,por,34,0,0
okc,okc,40,0.09446,4e-5
tor,tor,41,0.50772,0.0092
chi,chi,39,0.20482,4.6e-4
cha,cha,28,0,0
uta,uta,38,0.00594,0
gs,gs,43,0.87844,0.03994
cle,cle,52,1,0.0423
hou,hou,20,0,0
lal,lal,42,0.56874,0.01672
phi,phi,53,1,0.13408
mem,mem,51,1,0.14888
no,no,42,0.6198,0.00698
lac,lac,43,0.8719,0.00804
sac,sac,49,1,0.00416
orl,orl,34,1.8e-4,0
phx,phx,45,0.99022,0.02594
ind,ind,35,4e-4,0
sa,sa,20,0,0
