TEAM,unit,wins,make_playoffs,win_finals
mil,mil,59,1,0.15372
min,min,41,0.61964,0.01302
mia,mia,43,0.84822,0.00532
wsh,wsh,36,0,0
atl,atl,41,0.58554,0.00148
bos,bos,56,1,0.27188
det,det,17,0,0
den,den,54,1,0.10856
ny,ny,48,1,0.01774
dal,dal,39,0.07702,8.6e-4
bkn,bkn,45,0.98968,0.0017
por,por,34,0,0
okc,okc,39,0.04302,0
tor,tor,41,0.44516,0.00956
chi,chi,40,0.1314,4.4e-4
cha,cha,27,0,0
uta,uta,37,4.2e-4,0
gs,gs,43,0.94168,0.0416
cle,cle,51,1,0.0321
hou,hou,21,0,0
lal,lal,43,0.92826,0.0311
phi,phi,54,1,0.13166
mem,mem,51,1,0.12166
no,no,41,0.55266,0.00676
lac,lac,43,0.8373,0.00572
sac,sac,49,1,0.00494
orl,orl,35,0,0
phx,phx,46,1,0.04018
ind,ind,35,0,0
sa,sa,21,0,0
