TEAM,unit,wins,make_playoffs,win_finals
mil,mil,51,1,0.1225
min,min,47,0.8886,0.00314
mia,mia,54,1,0.06916
wsh,wsh,36,0,0
atl,atl,43,0.60602,0.00344
bos,bos,50,1,0.3135
det,det,23,0,0
den,den,49,1,0.06188
ny,ny,36,0,0
dal,dal,52,1,0.02456
bkn,bkn,44,0.79834,0.01158
por,por,27,0,0
okc,okc,24,0,0
tor,tor,48,1,0.00308
chi,chi,46,1,0
cha,cha,42,0.16842,0
uta,uta,49,1,0.02244
gs,gs,52,1,0.04426
cle,cle,44,0.42722,6e-5
hou,hou,20,0,0
lal,lal,32,0,0
phi,phi,51,1,0.05234
mem,mem,56,1,0.04182
no,no,37,0.24886,0.00168
lac,lac,42,0.79784,0.0073
sac,sac,29,0,0
orl,orl,21,0,0
phx,phx,64,1,0.21726
ind,ind,25,0,0
sa,sa,35,0.0647,0
