TEAM,unit,wins,make_playoffs,win_finals
mil,mil,58,1,0.13644
min,min,42,0.68726,0.01408
mia,mia,43,0.83096,0.00508
wsh,wsh,36,0.00218,0
atl,atl,40,0.38232,6.6e-4
bos,bos,57,1,0.26256
det,det,17,0,0
den,den,54,1,0.13596
ny,ny,48,1,0.01514
dal,dal,40,0.14212,0.00152
bkn,bkn,45,0.9929,0.00208
por,por,33,0,0
okc,okc,40,0.05296,2e-5
tor,tor,40,0.50444,0.00794
chi,chi,40,0.28668,7.6e-4
cha,cha,27,0,0
uta,uta,38,0.00388,0
gs,gs,43,0.90468,0.03758
cle,cle,51,1,0.02582
hou,hou,20,0,0
lal,lal,42,0.75926,0.02364
phi,phi,54,1,0.13652
mem,mem,52,1,0.15076
no,no,42,0.60256,0.0066
lac,lac,43,0.84932,0.00542
sac,sac,49,1,0.0049
orl,orl,35,1.8e-4,0
phx,phx,45,0.99796,0.0265
ind,ind,36,3.4e-4,2e-5
sa,sa,20,0,0
