TEAM,unit,wins,make_playoffs,win_finals
mil,mil,46,1,0.07995
min,min,23,0,0
mia,mia,39,0.98740000000000006,0.0153
wsh,wsh,34,0.342,1.5e-4
atl,atl,40,0.99985,0.00749
bos,bos,37,0.95366,0.00585
det,det,21,0,0
den,den,46,1,0.03075
ny,ny,40,0.9916,1.5e-4
dal,dal,43,0.99565,0.0051
bkn,bkn,47,1,0.12615
por,por,41,0.97705,0.00915
okc,okc,21,0,0
tor,tor,29,0.0015,0
chi,chi,30,0.0138,0
cha,cha,34,0.50111000000000006,0
uta,uta,53,1,0.20818
gs,gs,37,0.58889,7.5e-4
cle,cle,22,0,0
hou,hou,16,0,0
lal,lal,41,0.96445,0.0477
phi,phi,50,1,0.23488
mem,mem,37,0.37573,0
no,no,32,0.02728,0
lac,lac,48,1,0.1911
sac,sac,32,0.00495,0
orl,orl,21,0,0
phx,phx,51,1,0.0372
ind,ind,33,0.20908,1.5e-4
sa,sa,34,0.066,0
