TEAM,unit,wins,make_playoffs,win_finals
mil,mil,58,1,0.19023
min,min,42,0.78528,0.01094
mia,mia,44,0.87248,0.01111
wsh,wsh,35,0,0
atl,atl,41,0.66699,0.00144
bos,bos,57,1,0.20729
det,det,17,0,0
den,den,53,1,0.12567
ny,ny,47,1,0.00969
dal,dal,38,0,0
bkn,bkn,45,1,8.7e-4
por,por,33,0,0
okc,okc,40,0.07387,1e-5
tor,tor,41,0.35789,0.00902
chi,chi,40,0.10264,1.8e-4
cha,cha,27,0,0
uta,uta,37,0,0
gs,gs,44,1,0.08182
cle,cle,51,1,0.02966
hou,hou,22,0,0
lal,lal,43,0.89001,0.02332
phi,phi,54,1,0.15388
mem,mem,51,1,0.10469
no,no,42,0.25084,0.00149
lac,lac,44,1,0.00669
sac,sac,48,1,0.00115
orl,orl,34,0,0
phx,phx,45,1,0.03085
ind,ind,35,0,0
sa,sa,22,0,0
