TEAM,unit,wins,make_playoffs,win_finals
mil,mil,51,0.98334,0.22418
min,min,40,0.5793,0.00168
mia,mia,49,0.9276,0.03686
wsh,wsh,38,0.18726,8e-5
atl,atl,44,0.65786,0.01232
bos,bos,43,0.65666,0.02342
det,det,18,0,0
den,den,46,0.9273,0.0315
ny,ny,37,0.14786,2e-4
dal,dal,46,0.94234,0.01942
bkn,bkn,52,0.98166,0.096560000000000007
por,por,37,0.2711,0.00136
okc,okc,24,2.4e-4,0
tor,tor,43,0.59966,0.00766
chi,chi,51,0.96518,0.01384
cha,cha,41,0.35926,6.6e-4
uta,uta,59,0.99998,0.2397
gs,gs,54,0.99822,0.0361
cle,cle,42,0.45114,7.4e-4
hou,hou,22,1.6e-4,0
lal,lal,38,0.3731,0.00416
phi,phi,50,0.9545,0.04708
mem,mem,50,0.98392,0.0196
no,no,33,0.10666,6.6e-4
lac,lac,39,0.55934,0.03286
sac,sac,32,0.03474,0
orl,orl,19,0,0
phx,phx,58,0.99998,0.14724
ind,ind,37,0.12802,0.00182
sa,sa,36,0.22362,3e-4
