TEAM,unit,wins,make_playoffs,win_finals
mil,mil,58,1,0.1991
min,min,42,0.68866,0.0163
mia,mia,44,0.91626,0.0115
wsh,wsh,36,0.02402,0
atl,atl,41,0.4871,0.0012
bos,bos,56,1,0.16924
det,det,18,0,0
den,den,55,1,0.13788
ny,ny,47,0.9941,0.0082
dal,dal,41,0.59938,0.01752
bkn,bkn,45,0.909,9.6e-4
por,por,36,0.00494,0
okc,okc,41,0.31798,1.6e-4
tor,tor,40,0.40758,0.00388
chi,chi,39,0.23288,3.6e-4
cha,cha,26,0,0
uta,uta,39,0.06502,2e-5
gs,gs,43,0.8914,0.05498
cle,cle,51,1,0.0277
hou,hou,20,0,0
lal,lal,41,0.5503,0.01338
phi,phi,55,1,0.19364
mem,mem,51,1,0.11538
no,no,40,0.21458,9.8e-4
lac,lac,43,0.76216,0.00572
sac,sac,48,0.99998,0.00252
orl,orl,34,4.6e-4,0
phx,phx,43,0.9056,0.01938
ind,ind,36,0.0286,0
sa,sa,21,0,0
