TEAM,unit,wins,make_playoffs,win_finals
mil,mil,57,1,0.1774
min,min,41,0.55714,0.01066
mia,mia,43,0.74124,0.01476
wsh,wsh,40,0.28556,8.2e-4
atl,atl,42,0.58148,0.00508
bos,bos,58,1,0.20478
det,det,21,0,0
den,den,56,1,0.20438
ny,ny,46,0.92082,0.00842
dal,dal,45,0.92868,0.0553
bkn,bkn,45,0.84674,0.00238
por,por,38,0.11692,2.8e-4
okc,okc,37,0.07922,1.4e-4
tor,tor,41,0.49504,0.00834
chi,chi,38,0.1149,3e-4
cha,cha,27,0,0
uta,uta,40,0.23626,1.4e-4
gs,gs,42,0.67844,0.04572
cle,cle,50,0.99524,0.03206
hou,hou,18,0,0
lal,lal,40,0.40138,0.01634
phi,phi,51,0.99852,0.07614
mem,mem,51,0.99844,0.09518
no,no,41,0.49522,0.00242
lac,lac,44,0.80126,0.01184
sac,sac,44,0.79582,0.00114
orl,orl,33,0.00332,0
phx,phx,45,0.91122,0.02598
ind,ind,35,0.01714,0
sa,sa,19,0,0
