TEAM,unit,wins,make_playoffs,win_finals
mil,mil,54,0.98728,0.25456
min,min,40,0.50582,8.8e-4
mia,mia,48,0.83652,0.0276
wsh,wsh,38,0.17288,1.6e-4
atl,atl,47,0.8154,0.02254
bos,bos,46,0.77202,0.03128
det,det,17,0,0
den,den,46,0.87658,0.02952
ny,ny,37,0.11796,1.8e-4
dal,dal,44,0.7688,0.0054
bkn,bkn,52,0.9647,0.11122
por,por,38,0.37038,0.00168
okc,okc,20,4e-5,0
tor,tor,40,0.29156,0.00176
chi,chi,47,0.78622,0.00564
cha,cha,41,0.37802,0.00152
uta,uta,59,0.9999,0.24266
gs,gs,55,0.99634,0.0348
cle,cle,45,0.69432,0.00408
hou,hou,20,6e-5,0
lal,lal,40,0.4673,0.00468
phi,phi,47,0.79292,0.02354
mem,mem,46,0.89068,0.0065
no,no,33,0.10192,4.8e-4
lac,lac,43,0.78414,0.04668
sac,sac,34,0.11716,1e-4
orl,orl,19,0,0
phx,phx,59,0.99974,0.1372
ind,ind,41,0.3902,0.00512
sa,sa,34,0.12114,2.2e-4
