TEAM,unit,wins,make_playoffs,win_finals
mil,mil,58,1,0.19401
min,min,42,0.76128,0.01144
mia,mia,44,0.86321,0.01116
wsh,wsh,35,0,0
atl,atl,41,0.6768,0.00131
bos,bos,57,1,0.20452
det,det,17,0,0
den,den,53,1,0.12849
ny,ny,47,1,0.01068
dal,dal,38,0,0
bkn,bkn,45,1,8.3e-4
por,por,33,0,0
okc,okc,40,0.07244,1e-5
tor,tor,41,0.35942,0.0104
chi,chi,40,0.10057,1.9e-4
cha,cha,27,0,0
uta,uta,37,0,0
gs,gs,44,1,0.07726
cle,cle,51,1,0.02924
hou,hou,22,0,0
lal,lal,43,0.91182,0.02191
phi,phi,54,1,0.1519
mem,mem,51,1,0.1062
no,no,42,0.25446,0.00137
lac,lac,44,1,0.00743
sac,sac,48,1,0.00114
orl,orl,34,0,0
phx,phx,45,1,0.03051
ind,ind,35,0,0
sa,sa,22,0,0
