TEAM,unit,wins,make_playoffs,win_finals
mil,mil,58,1,0.19158
min,min,43,0.76204,0.0143
mia,mia,43,0.76578,0.01136
wsh,wsh,39,0.24526,5.2e-4
atl,atl,41,0.52072,0.00378
bos,bos,56,1,0.1459
det,det,20,0,0
den,den,57,1,0.2281
ny,ny,49,0.993,0.01586
dal,dal,43,0.82088,0.02982
bkn,bkn,45,0.87418,0.00124
por,por,38,0.09114,2.2e-4
okc,okc,37,0.03408,4e-5
tor,tor,41,0.5221,0.0073
chi,chi,37,0.05194,1.8e-4
cha,cha,25,0,0
uta,uta,38,0.05918,2e-5
gs,gs,44,0.87056,0.08264
cle,cle,50,0.99822,0.0383
hou,hou,19,0,0
lal,lal,41,0.4751,0.01408
phi,phi,52,0.99964,0.08676
mem,mem,50,0.99922,0.08686
no,no,41,0.38536,0.00148
lac,lac,42,0.60548,0.00586
sac,sac,45,0.9186,0.00162
orl,orl,34,0.00276,0
phx,phx,46,0.97836,0.03218
ind,ind,36,0.0264,0
sa,sa,20,0,0
