TEAM,unit,wins,make_playoffs,win_finals
mil,mil,57,0.99998,0.16784
min,min,42,0.64532,0.0169
mia,mia,45,0.8549,0.0229
wsh,wsh,40,0.37254,0.00132
atl,atl,41,0.48758,0.00394
bos,bos,57,1,0.2373
det,det,22,0,0
den,den,56,1,0.14768
ny,ny,45,0.83534,0.00704
dal,dal,45,0.9335,0.0619
bkn,bkn,46,0.902,0.00356
por,por,38,0.1761,4.8e-4
okc,okc,38,0.097,4e-5
tor,tor,40,0.4455,0.00882
chi,chi,37,0.08658,5.4e-4
cha,cha,26,0,0
uta,uta,38,0.104,0
gs,gs,43,0.71926,0.047
cle,cle,51,0.9973,0.04134
hou,hou,18,0,0
lal,lal,40,0.34506,0.0154
phi,phi,51,0.9974,0.07156
mem,mem,51,0.99696,0.0955
no,no,42,0.5895,0.0028
lac,lac,45,0.87134,0.01764
sac,sac,43,0.623,0.00112
orl,orl,33,0.0056,0
phx,phx,45,0.89896,0.02736
ind,ind,34,0.01528,2e-5
sa,sa,20,0,0
