TEAM,unit,wins,make_playoffs,win_finals
mil,mil,47,1,0.12764
min,min,22,0,0
mia,mia,38,0.8764,0.0063
wsh,wsh,27,0.02145,0
atl,atl,39,0.9292,0.00675
bos,bos,39,0.9358,0.0231
det,det,24,0.0039,0
den,den,45,0.99475,0.1032
ny,ny,32,0.27105,0
dal,dal,41,0.90415,0.006
bkn,bkn,48,0.99985,0.1665
por,por,39,0.7702,0.00195
okc,okc,29,0.02955,0
tor,tor,35,0.71606,0.009
chi,chi,30,0.14355,0
cha,cha,33,0.36253,0
uta,uta,53,0.99985,0.10935
gs,gs,36,0.44698,0
cle,cle,25,0.00615,0
hou,hou,20,1.5e-4,0
lal,lal,45,0.99505,0.11549
phi,phi,48,1,0.10695
mem,mem,33,0.20789,0
no,no,32,0.19364,1.5e-4
lac,lac,47,0.99715,0.16663
sac,sac,30,0.0348,0
orl,orl,25,0.00615,0
phx,phx,48,0.99805,0.04889
ind,ind,36,0.72791,0.0018
sa,sa,36,0.42779,3e-4
