TEAM,unit,wins,make_playoffs,win_finals
mil,mil,58,1,0.19528
min,min,41,0.52542,0.01442
mia,mia,44,0.8777,0.01228
wsh,wsh,37,0.05536,1.2e-4
atl,atl,41,0.43166,0.0013
bos,bos,56,1,0.15764
det,det,18,0,0
den,den,54,1,0.12248
ny,ny,48,0.99732,0.01446
dal,dal,42,0.81086,0.02988
bkn,bkn,45,0.93076,0.00106
por,por,35,0.00432,2e-5
okc,okc,40,0.19686,1.2e-4
tor,tor,41,0.5049,0.00612
chi,chi,39,0.18134,7e-4
cha,cha,25,0,0
uta,uta,39,0.14548,2e-5
gs,gs,42,0.7933,0.05368
cle,cle,51,0.99996,0.02972
hou,hou,20,0,0
lal,lal,41,0.48884,0.01206
phi,phi,55,1,0.1906
mem,mem,51,1,0.11932
no,no,39,0.20338,0.00108
lac,lac,43,0.88896,0.00736
sac,sac,49,0.99998,0.0052
orl,orl,33,2.8e-4,0
phx,phx,44,0.9426,0.02508
ind,ind,36,0.02072,0
sa,sa,21,0,0
