TEAM,unit,wins,make_playoffs,win_finals
mil,mil,45,0.97076,0.126
min,min,35,0.32655,0.0021
mia,mia,40,0.87235,0.04275
wsh,wsh,24,0.07409,1.5e-4
atl,atl,37,0.69896,0.00705
bos,bos,44,0.95636,0.11505
det,det,16,0.0033,0
den,den,42,0.7657,0.04425
ny,ny,23,0.05235,0
dal,dal,43,0.80921,0.04754
bkn,bkn,41,0.87717,0.02445
por,por,39,0.55124,0.0063
okc,okc,27,0.0555,7.5e-4
tor,tor,40,0.8419,0.03555
chi,chi,23,0.0387,0
cha,cha,24,0.06915,1.5e-4
uta,uta,41,0.71126,0.03075
gs,gs,32,0.15389,0.0012
cle,cle,26,0.09599,0
hou,hou,43,0.77787,0.03375
lal,lal,48,0.95515,0.23743
phi,phi,44,0.94405,0.07695
mem,mem,31,0.1407,6e-4
no,no,38,0.52825,0.01018
lac,lac,45,0.88255,0.1023
sac,sac,33,0.19618,7.5e-4
orl,orl,38,0.71922,0.00135
phx,phx,43,0.78131,0.04125
ind,ind,39,0.78565,0.00885
sa,sa,36,0.36464,0.00255
