TEAM,unit,wins,make_playoffs,win_finals
mil,mil,58,1,0.20804
min,min,41,0.64794,0.017
mia,mia,44,0.87616,0.01724
wsh,wsh,38,0.12466000000000001,2.4e-4
atl,atl,41,0.5002,0.00178
bos,bos,56,1,0.16522
det,det,18,0,0
den,den,54,1,0.12082
ny,ny,48,0.99266,0.0151
dal,dal,42,0.64692,0.02392
bkn,bkn,45,0.92802,9.2e-4
por,por,37,0.02152,1.2e-4
okc,okc,39,0.1302,1.2e-4
tor,tor,41,0.44976,0.00668
chi,chi,38,0.09396,5.8e-4
cha,cha,26,0,0
uta,uta,38,0.09104,1e-4
gs,gs,43,0.84404,0.0626
cle,cle,51,0.99988,0.03072
hou,hou,20,0,0
lal,lal,41,0.5589,0.01734
phi,phi,54,1,0.14942
mem,mem,50,0.99996,0.11986
no,no,40,0.2497,0.00144
lac,lac,44,0.86196,0.00764
sac,sac,48,0.99924,0.00454
orl,orl,32,1.6e-4,0
phx,phx,44,0.94858,0.02854
ind,ind,37,0.03454,2e-5
sa,sa,21,0,0
