TEAM,unit,wins,make_playoffs,win_finals
mil,mil,58,1,0.21568
min,min,41,0.55652,0.0105
mia,mia,43,0.80224,0.01
wsh,wsh,39,0.14118,2.8e-4
atl,atl,42,0.60912,0.00286
bos,bos,56,1,0.17594
det,det,18,0,0
den,den,55,1,0.14018
ny,ny,47,0.9786,0.00958
dal,dal,42,0.72382,0.02064
bkn,bkn,46,0.94602,0.00168
por,por,38,0.06992,4e-5
okc,okc,38,0.07572,1.4e-4
tor,tor,40,0.33582,0.00394
chi,chi,38,0.15464,7.8e-4
cha,cha,26,0,0
uta,uta,39,0.095,4e-5
gs,gs,43,0.8521,0.07714
cle,cle,51,0.99956,0.03384
hou,hou,18,0,0
lal,lal,42,0.60428,0.01708
phi,phi,53,1,0.11592
mem,mem,51,0.99978,0.1084
no,no,40,0.28628,0.0013
lac,lac,43,0.76546,0.00614
sac,sac,47,0.9924,0.00348
orl,orl,33,8e-4,0
phx,phx,46,0.97872,0.0444
ind,ind,36,0.03202,2e-5
sa,sa,21,0,0
