TEAM,unit,wins,make_playoffs,win_finals
mil,mil,58,1,0.20258
min,min,42,0.7136,0.02448
mia,mia,44,0.927,0.01108
wsh,wsh,36,0.02158,0
atl,atl,41,0.49428,0.00104
bos,bos,56,1,0.17538
det,det,18,0,0
den,den,55,1,0.1201
ny,ny,46,0.99328,0.0066
dal,dal,41,0.59222,0.01724
bkn,bkn,44,0.88558,6.6e-4
por,por,36,0.00452,0
okc,okc,40,0.21428,4e-5
tor,tor,40,0.42014,0.00366
chi,chi,39,0.2312,5.2e-4
cha,cha,26,0,0
uta,uta,39,0.06088,2e-5
gs,gs,43,0.87992,0.04342
cle,cle,52,1,0.02888
hou,hou,20,0,0
lal,lal,41,0.53874,0.01316
phi,phi,55,1,0.19022
mem,mem,51,1,0.127
no,no,40,0.25368,0.001
lac,lac,43,0.83768,0.00812
sac,sac,48,0.99986,0.00232
orl,orl,34,6.4e-4,0
phx,phx,43,0.90462,0.02248
ind,ind,36,0.0263,0
sa,sa,21,0,0
