TEAM,unit,wins,make_playoffs,win_finals
mil,mil,50,0.94612,0.06056
min,min,39,0.29072,0.00376
mia,mia,44,0.7122,0.0275
wsh,wsh,39,0.34628,0.00146
atl,atl,41,0.48428,0.00974
bos,bos,57,0.99902,0.24804
det,det,23,1.8e-4,0
den,den,53,0.98724,0.0909
ny,ny,43,0.60678,0.00706
dal,dal,48,0.89664,0.0533
bkn,bkn,51,0.98006,0.05848
por,por,41,0.44024,0.00292
okc,okc,30,0.00826,2e-5
tor,tor,41,0.46746,0.00626
chi,chi,37,0.1732,6.4e-4
cha,cha,27,0.00402,4e-5
uta,uta,43,0.57516,0.00324
gs,gs,45,0.7741,0.0509
cle,cle,48,0.90504,0.0186
hou,hou,21,4e-5,0
lal,lal,36,0.15724,0.00324
phi,phi,49,0.95284,0.10608
mem,mem,54,0.99114,0.1471
no,no,49,0.9333,0.03116
lac,lac,44,0.7045,0.01978
sac,sac,41,0.39786,0.00158
orl,orl,26,0.001,0
phx,phx,46,0.84288,0.04614
ind,ind,41,0.42152,0.0015
sa,sa,26,6.8e-4,0
