TEAM,unit,wins,make_playoffs,win_finals
mil,mil,57,1,0.16568
min,min,42,0.64408,0.01928
mia,mia,45,0.83662,0.01722
wsh,wsh,40,0.35766,0.00146
atl,atl,41,0.49588,0.00334
bos,bos,57,0.99998,0.24348
det,det,22,0,0
den,den,56,1,0.14566
ny,ny,45,0.83394,0.00628
dal,dal,45,0.92966,0.0621
bkn,bkn,46,0.9046,0.00366
por,por,38,0.16536,3e-4
okc,okc,37,0.0814,6e-5
tor,tor,41,0.47488,0.00916
chi,chi,37,0.08206,3.2e-4
cha,cha,26,0,0
uta,uta,39,0.20042,1.2e-4
gs,gs,43,0.71204,0.0472
cle,cle,51,0.99768,0.04394
hou,hou,18,0,0
lal,lal,40,0.33136,0.0166
phi,phi,51,0.9976,0.07344
mem,mem,51,0.99644,0.09178
no,no,42,0.58488,0.00382
lac,lac,45,0.86918,0.01784
sac,sac,43,0.5999,0.00102
orl,orl,33,0.00488,0
phx,phx,45,0.88528,0.02624
ind,ind,34,0.01422,0
sa,sa,20,0,0
