TEAM,unit,wins,make_playoffs,win_finals
mil,mil,57,1,0.17676
min,min,41,0.44936,0.00882
mia,mia,43,0.75004,0.01564
wsh,wsh,39,0.24028,6.6e-4
atl,atl,42,0.632,0.00514
bos,bos,58,1,0.19674
det,det,21,0,0
den,den,57,1,0.20632
ny,ny,46,0.93184,0.00934
dal,dal,44,0.88302,0.0463
bkn,bkn,45,0.83716,0.00154
por,por,38,0.12984,4.2e-4
okc,okc,37,0.048280000000000003,2e-5
tor,tor,41,0.43244,0.0063
chi,chi,38,0.15888,5e-4
cha,cha,27,0,0
uta,uta,40,0.24296,8e-5
gs,gs,43,0.76528,0.06096
cle,cle,50,0.99762,0.03562
hou,hou,18,0,0
lal,lal,41,0.48822,0.01604
phi,phi,51,0.99824,0.07494
mem,mem,51,0.99836,0.10142
no,no,41,0.47302,0.0018
lac,lac,43,0.76446,0.0105
sac,sac,45,0.86442,0.00142
orl,orl,33,0.00284,0
phx,phx,45,0.89278,0.0227
ind,ind,35,0.01866,2e-5
sa,sa,19,0,0
