TEAM,unit,wins,make_playoffs,win_finals
mil,mil,51,0.98312,0.28452
min,min,41,0.68166,0.0026
mia,mia,51,0.96274,0.06754
wsh,wsh,39,0.186,1.6e-4
atl,atl,41,0.33202,0.00528
bos,bos,45,0.74762,0.03622
det,det,19,0,0
den,den,47,0.96246,0.04114
ny,ny,39,0.16896,4.4e-4
dal,dal,47,0.95816,0.02296
bkn,bkn,50,0.9481,0.06946
por,por,35,0.17032,0.00142
okc,okc,24,1.8e-4,0
tor,tor,43,0.57154,0.00754
chi,chi,49,0.92972,0.00942
cha,cha,43,0.51322,0.00174
uta,uta,55,0.99958,0.14702
gs,gs,54,0.99776,0.0392
cle,cle,45,0.67268,0.0019
hou,hou,22,2e-5,0
lal,lal,38,0.3374,0.00408
phi,phi,49,0.93218,0.04654
mem,mem,53,0.99846,0.04518
no,no,34,0.14728,8e-4
lac,lac,39,0.59592,0.03392
sac,sac,31,0.02094,2e-5
orl,orl,19,0,0
phx,phx,58,0.99994,0.1297
ind,ind,36,0.0521,9.4e-4
sa,sa,34,0.12992,2.6e-4
