TEAM,unit,wins,make_playoffs,win_finals
mil,mil,54,0.99378,0.23918
min,min,40,0.5473,0.00128
mia,mia,49,0.92042,0.0483
wsh,wsh,40,0.25642,1.6e-4
atl,atl,43,0.54322,0.00798
bos,bos,44,0.67248,0.02618
det,det,17,0,0
den,den,47,0.94216,0.03904
ny,ny,37,0.14426,2.4e-4
dal,dal,43,0.8181,0.00906
bkn,bkn,53,0.98852,0.11798
por,por,37,0.33632,0.00128
okc,okc,23,2.6e-4,0
tor,tor,40,0.31924,0.00294
chi,chi,49,0.92082,0.01078
cha,cha,42,0.44386,9.6e-4
uta,uta,58,0.99992,0.22404
gs,gs,55,0.99876,0.04572
cle,cle,44,0.63318,0.00148
hou,hou,22,1.6e-4,0
lal,lal,36,0.2091,0.0018600000000000001
phi,phi,49,0.92878,0.0383
mem,mem,47,0.93606,0.0098
no,no,35,0.21064,0.00124
lac,lac,40,0.62976,0.03894
sac,sac,32,0.06048,0
orl,orl,20,0,0
phx,phx,58,0.99988,0.13002
ind,ind,39,0.23502,0.0026
sa,sa,37,0.3111,6.4e-4
