TEAM,unit,wins,make_playoffs,win_finals
mil,mil,56,0.97612,0.14042
min,min,42,0.56178,0.00884
mia,mia,46,0.7787,0.03848
wsh,wsh,32,0.091,1.4e-4
atl,atl,49,0.8533,0.03196
bos,bos,55,0.97426,0.16214
det,det,22,0.00356,0
den,den,51,0.92624,0.06908
ny,ny,38,0.3433,0.00262
dal,dal,51,0.92494,0.07154
bkn,bkn,42,0.5983,0.01408
por,por,39,0.38742,0.00218
okc,okc,28,0.03034,4e-5
tor,tor,52,0.93336,0.07006
chi,chi,37,0.26292,0.00128
cha,cha,37,0.30286,0.0035
uta,uta,47,0.78856,0.00812
gs,gs,44,0.73242,0.03666
cle,cle,50,0.89592,0.03836
hou,hou,18,5.6e-4,0
lal,lal,30,0.07318,5.8e-4
phi,phi,46,0.79466,0.05026
mem,mem,53,0.95416,0.09604
no,no,46,0.78176,0.0223
lac,lac,43,0.6483,0.01812
sac,sac,33,0.13044,3.4e-4
orl,orl,26,0.01792,4e-5
phx,phx,53,0.95798,0.11192
ind,ind,34,0.17382,7e-4
sa,sa,32,0.10192,2e-4
