TEAM,unit,wins,make_playoffs,win_finals
mil,mil,51.7696,0.99386,0.0709
min,min,41.8792,0.56472,0.0098
mia,mia,45.50934,0.85282,0.0306
wsh,wsh,40.29446,0.3724,0.00182
atl,atl,41.58582,0.5389,0.00682
bos,bos,56.99466,0.99994,0.23514
det,det,22.07822,0,0
den,den,54.82862,0.9999,0.14664
ny,ny,42.49028,0.58792,0.00414
dal,dal,43.2541,0.72686,0.02722
bkn,bkn,48.98448,0.97198,0.0413
por,por,38.09972,0.20274,0.00158
okc,okc,38.5997,0.20806,2.6e-4
tor,tor,39.6768,0.34002,0.00474
chi,chi,39.09276,0.26212,0.00144
cha,cha,27.69678,3.8e-4,0
uta,uta,42.00724,0.57664,0.0037200000000000002
gs,gs,43.41706,0.73634,0.04398
cle,cle,48.72618,0.96684,0.02856
hou,hou,18.81162,0,0
lal,lal,38.42572,0.21904,0.0057
phi,phi,51.83488,0.99366,0.12052
mem,mem,52.40898,0.99816,0.14046
no,no,43.26946,0.70094,0.01216
lac,lac,43.06234,0.69344,0.01742
sac,sac,42.49858,0.57624,0.00234
orl,orl,29.0524,6.8e-4,0
phx,phx,43.91506,0.79692,0.04258
ind,ind,37.10524,0.11848,1.6e-4
sa,sa,22.6307,0,0
