TEAM,unit,wins,make_playoffs,win_finals
mil,mil,45,0.9997,0.087
min,min,20,0,0
mia,mia,38,0.94915,0.01275
wsh,wsh,27,0.0111,0
atl,atl,40,0.97435,0.0054
bos,bos,40,0.97915,0.02055
det,det,23,1.5e-4,0
den,den,47,0.99955,0.10275
ny,ny,34,0.39089,0
dal,dal,42,0.95935,0.0075
bkn,bkn,47,1,0.15822
por,por,41,0.89905,7.5e-4
okc,okc,25,0,0
tor,tor,30,0.18989,9e-4
chi,chi,30,0.12344,0
cha,cha,37,0.76211,1.5e-4
uta,uta,55,1,0.15013
gs,gs,35,0.3261,0
cle,cle,25,0.00255,0
hou,hou,19,0,0
lal,lal,44,0.9931,0.08745
phi,phi,49,1,0.1131
mem,mem,36,0.45867,1.5e-4
no,no,33,0.25213,1.5e-4
lac,lac,48,0.99985,0.1926
sac,sac,30,0.02955,0
orl,orl,23,3e-4,0
phx,phx,50,1,0.06015
ind,ind,35,0.61722,3e-4
sa,sa,32,0.08265,0
