c_losses,c_wins,carmelo,conference,current_losses,current_wins,division,draft_pick_1,draft_pick_2,draft_pick_3,elo,elo_long,f_losses,f_wins,losses,make_conf_finals,make_conf_semis,make_finals,make_playoffs,name,playoff_losses,playoff_wins,point_diff,q_losses,q_wins,rating,rating_fs,rating_playoff,s_losses,s_wins,seed_1,seed_10,seed_11,seed_12,seed_13,seed_14,seed_15,seed_2,seed_3,seed_4,seed_5,seed_6,seed_7,seed_8,seed_9,win_finals,winpct,wins,eliminated,elo_change,rating_change
0,0,1647.13613913293,Eastern,20,51,Eastern Central,0,0,0,1646.25634397473,1615.51161001435,0,0,23.82788,0.56872,0.81924,0.31864,1,MIL,0,0,329.7838,0,0,1648.8635052356,1672.09669377131,1701.79909168734,0,0,0.7714,0,0,0,0,0,0,0.19158,0.03636,0.00066,0,0,0,0,0,0.20576,0.709416097560971,58.17212,FALSE,-20,-21
0,0,1525.66241551965,Western,37,36,Western Northwest,0,0,0,1526.89056691463,1516.81858154193,0,0,40.77682,0.12682,0.28612,0.05206,0.63288,MIN,0,0,1.43058,0,0,1567.13002319347,1600.80633146493,1610.64999632138,0,0,0,0.10896,0.07528,0.03258,0.00414,0,0,0,0.00028,0.03972,0.0907,0.13908,0.185,0.1781,0.14616,0.0161,0.502721707317071,41.22318,FALSE,-6,-5
0,0,1541.62113357617,Eastern,34,39,Eastern Southeast,0,0,0,1532.74295076884,1540.84191373838,0,0,38.22834,0.08412,0.22794,0.02972,0.87168,MIA,0,0,-27.85284,0,0,1567.14087885711,1580.29013544321,1611.80123654669,0,0,0,0.01496,0.00056,0,0,0,0,0,0,3e-04,0.04928,0.19928,0.42502,0.1978,0.1128,0.01204,0.533800731707296,43.77166,FALSE,12,11
0,0,1477.72899880345,Eastern,39,32,Eastern Southeast,0,0,0,1473.05432658167,1472.1337974105,0,0,44.5809,0.00158,0.00544,0.00032,0.04774,WSH,0,0,-51.60722,0,0,1506.45417914037,1504.58718843634,1507.39068656935,0,0,0,0.11978,0.50262,0.2382,0.02946,0,0,0,0,0,0,2e-05,0.0093,0.03842,0.0622,0.00012,0.456330487804899,37.4191,FALSE,-16,-9
0,0,1493.40944620038,Eastern,36,35,Eastern Southeast,0,0,0,1491.5375722125,1505.69035424603,0,0,41.33582,0.0155,0.05588,0.00356,0.40476,ATL,0,0,-9.83774,0,0,1532.5696716328,1535.4825891614,1547.64005803912,0,0,0,0.2529,0.07204,0.0098,2e-05,0,0,0,0,2e-05,0.00032,0.01112,0.16978,0.22352,0.26048,0.00112,0.495904634146344,40.66418,FALSE,-6,1
0,0,1633.73349808986,Eastern,23,49,Eastern Atlantic,0,0,0,1624.83147496114,1628.14881970539,0,0,26.14116,0.47218,0.80286,0.25706,1,BOS,0,0,444.42836,0,0,1658.60895752599,1661.12486031933,1695.55989024036,0,0,0.18582,0,0,0,0,0,0,0.63384,0.16786,0.01246,2e-05,0,0,0,0,0.16244,0.681205365853668,55.85884,FALSE,8,9
0,0,1290.9762222223,Eastern,56,16,Eastern Central,0,0,0,1292.56651971314,1330.10290118494,0,0,63.88572,0,0,0,0,DET,0,0,-637.82236,0,0,1189.27540128262,1303.02126823518,1299.24035946931,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.220905853658547,18.11428,FALSE,-19,-111
0,0,1563.42925646147,Western,24,48,Western Northwest,0,0,0,1579.18562749086,1579.84054656888,0,0,27.50378,0.47184,0.7312,0.2763,1,DEN,0,0,314.10118,0,0,1623.90461129445,1634.13786671626,1671.8075589436,0,0,0.9503,0,0,0,0,0,0,0.04434,0.00536,0,0,0,0,0,0,0.12252,0.664588048780504,54.49622,FALSE,1,-10
0,0,1600.09708596664,Eastern,31,42,Eastern Atlantic,0,0,0,1590.56915590139,1563.3648366534,0,0,34.4492,0.09954,0.36706,0.02884,0.99498,NY,0,0,235.47946,0,0,1594.77850606143,1594.39671242768,1599.09100363804,0,0,0,2e-05,0,0,0,0,0,0,0.00112,0.08594,0.75428,0.1319,0.0145,0.00724,0.005,0.01098,0.579887804878018,47.5508,FALSE,1,17
0,0,1504.72748095729,Western,36,36,Western Southwest,0,0,0,1498.40329691822,1524.03978250453,0,0,40.02562,0.16606,0.37146,0.0726,0.75142,DAL,0,0,67.50808,0,0,1553.54846046949,1592.47339403266,1622.26334483801,0,0,0,0.07616,0.04068,0.01424,0.00042,0,0,0,0.00118,0.07012,0.1591,0.1789,0.18504,0.15708,0.11708,0.0246,0.511882682926821,41.97438,FALSE,10,1
0,0,1515.13948358232,Eastern,32,39,Eastern Atlantic,0,0,0,1512.08363239646,1523.49101484371,0,0,36.80604,0.02452,0.13274,0.0052,0.93246,BKN,0,0,58.14936,0,0,1522.22369948951,1514.98981297265,1535.2525690648,0,0,0,0.00352,0,0,0,0,0,0,0,0.00912,0.10896,0.6398,0.10814,0.06644,0.06402,0.00144,0.551145853658511,45.19396,FALSE,-27,12
0,0,1385.00732132851,Western,40,31,Western Northwest,0,0,0,1381.3600720257,1410.33224924944,0,0,46.62324,0.00014,0.00052,2e-05,0.00302,POR,0,0,-164.8127,0,0,1431.67628584855,1464.59146949181,1486.41323741488,0,0,0,0.00738,0.02658,0.09546,0.86336,0,0,0,0,0,1e-04,8e-05,0.00052,0.00232,0.0042,0,0.431423902439042,35.37676,FALSE,-30,18
0,0,1525.15378139968,Western,36,35,Western Northwest,0,0,0,1525.68178503086,1489.66528037573,0,0,42.16816,0.0066,0.03492,0.0012,0.19484,OKC,0,0,86.14818,0,0,1484.084035541,1477.3031578359,1478.63342246972,0,0,0,0.18934,0.21842,0.2494,0.01686,0,0,0,0,0.0089,0.02224,0.03828,0.05064,0.07478,0.13114,0.00016,0.485754146341473,39.83184,FALSE,4,9
0,0,1543.16592389011,Eastern,37,35,Eastern Atlantic,0,0,0,1540.39860545068,1528.95273755522,0,0,41.21286,0.04652,0.11168,0.01568,0.48394,TOR,0,0,79.05134,0,0,1583.7207440967,1595.9953164055,1601.29347102903,0,0,0,0.21652,0.04764,0.0078,4e-05,0,0,0,0,0,2e-05,0.00662,0.19586,0.28144,0.24406,0.0062,0.497404146341465,40.78714,FALSE,27,4
0,0,1546.03134703163,Eastern,37,34,Eastern Central,0,0,0,1536.97712194173,1508.60470933803,0,0,42.48428,0.01286,0.03986,0.00354,0.25598,CHI,0,0,72.6432,0,0,1534.46921598541,1590.66999494843,1588.67273017673,0,0,0,0.3529,0.12484,0.02896,0.00144,0,0,0,0,0,0,0.002,0.0764,0.17758,0.23588,0.00124,0.481899024390255,39.51572,FALSE,22,9
0,0,1394.61829138358,Eastern,50,23,Eastern Southeast,0,0,0,1387.38702683805,1410.40712471315,0,0,56.11108,0,0,0,0,CHA,0,0,-496.84922,0,0,1378.31525265764,1428.06383444173,1449.76989824242,0,0,0,0,0,0,0.00012,0.99988,0,0,0,0,0,0,0,0,0,0,0.315718536585367,25.88892,FALSE,-16,27
0,0,1459.24181174124,Western,36,35,Western Northwest,0,0,0,1475.37904547558,1506.04848323699,0,0,42.6733,0.0042,0.02232,9e-04,0.14124,UTA,0,0,-27.43746,0,0,1428.86589071535,1423.33846306581,1468.96455558916,0,0,0,0.19948,0.21468,0.26158,0.06112,0,0,0,0,0.00412,0.01026,0.02168,0.03982,0.06536,0.1219,0.00014,0.479593902439037,39.3267,FALSE,15,0
0,0,1552.03926328747,Western,36,37,Western Pacific,0,0,0,1541.30508983293,1549.33753066044,0,0,39.59918,0.25926,0.47716,0.13796,0.80562,GS,0,0,56.38274,0,0,1566.87690090237,1609.21853467206,1656.48649320041,0,0,0,0.0601,0.0296,0.01,0.00048,0,0,0,0.0024,0.06582,0.17766,0.22246,0.19416,0.14312,0.0942,0.05502,0.517083170731696,42.40082,FALSE,-14,-8
0,0,1619.54723164217,Eastern,28,45,Eastern Central,0,0,0,1616.9477666499,1586.07908804379,0,0,30.9851,0.19956,0.6055,0.06894,1,CLE,0,0,452.38566,0,0,1601.93350582225,1614.72823157662,1630.02680084108,0,0,4e-05,0,0,0,0,0,0,0.00284,0.06074,0.8414,0.08564,0.00924,8e-05,2e-05,0,0.03252,0.622132926829256,51.0149,FALSE,3,14
0,0,1293.86612497981,Western,54,18,Western Southwest,0,0,0,1288.30047932217,1318.83232761317,0,0,61.9561,0,0,0,0,HOU,0,0,-661.97352,0,0,1298.32970391203,1301.66169451826,1299.32985612251,0,0,0,0,0,0,0,0.36192,0.63808,0,0,0,0,0,0,0,0,0,0.244437804878052,20.0439,FALSE,0,10
0,0,1524.08562583794,Western,37,35,Western Pacific,0,0,0,1518.54224175364,1501.47478914231,0,0,41.1933,0.09046,0.19688,0.03798,0.46534,LAL,0,0,-3.00664,0,0,1535.46649400982,1559.62079690677,1606.79293499365,0,0,0,0.1439,0.13142,0.08492,0.0088,0,0,0,1e-04,0.01532,0.04432,0.08018,0.1455,0.17992,0.16562,0.0119,0.497642682926831,40.8067,FALSE,4,30
