Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%
Celtics,East,10.00204068,8.017725181,—,98.74973796,50.43208029,33.14690517
Thunder,West,8.622976897,3.990515422,—,98.26019365,14.83494152,6.020924097
Pelicans,West,7.593462691,2.700325674,—,92.35253233,5.794802631,1.916165507
T-Wolves,West,7.20178753,3.529365415,—,98.26019365,13.00280701,5.148054078
Cavaliers,East,5.855913721,4.570595934,—,98.74973796,12.20034672,5.918054078
Clippers,West,5.660944887,2.092775754,—,98.23019365,17.07256777,8.148234339
Bucks,East,5.451736546,3.38445945,—,98.74973796,15.10553811,7.696175754
Suns,West,2.556795783,2.031602943,—,75.4701605,6.833628806,2.870495054
Nuggets,West,2.448811219,5.754887719,—,98.25019365,30.94878402,15.78027039
Magic,East,1.955278712,-0.263264459,—,95.9838703,1.171475801,0.383483013
Knicks,East,1.654998597,2.654904922,—,96.49973796,7.575381387,2.496951698
76ers,East,1.548857445,3.490095557,—,87.59978652,5.647042835,2.545235151
Heat,East,0.859333128,2.143350542,—,95.55244282,5.283843848,2.146951698
Pacers,East,0.574892766,-2.304119977,—,80.89310907,1.698407375,0.423954515
Warriors,West,0.31912171,1.717066124,—,50.75137299,2.902482455,1.332311768
Lakers,West,0.193839742,1.744831255,100,52.03750622,3.518723683,1.469741611
Kings,West,-0.029545441,0.67126948,—,72.1657922,2.293735379,0.873475849
Mavericks,West,-0.09659734,-0.791189332,—,60.22888977,2.601814403,1.296951698
Bulls,East,-0.358964279,0.459730562,—,27.54227213,0.406623592,0.16515154
Rockets,West,-0.58933868,-4.937356137,—,2.116780752,0.10990914,<0.1
Jazz,West,-3.02658449,-3.529082883,—,1.876161666,0.085777393,<0.1
Nets,East,-3.139778832,-2.30085178,—,5.546859232,0.149325821,<0.1
Hawks,East,-3.700796684,-0.694063482,—,13.6526691,0.329899465,0.09515154
Raptors,East,-3.733157178,-1.652188323,—,0.48000975,<0.1,<0.1
Grizzlies,West,-6.299402561,-3.2323282,—,<0.1,<0.1,<0.1
Spurs,West,-6.362086073,-9.712241897,—,<0.1,<0.1,<0.1
Blazers,West,-8.032855825,-8.459223375,—,<0.1,<0.1,<0.1
Pistons,East,-8.438727076,-8.77036498,—,<0.1,<0.1,<0.1
Wizards,East,-8.841960813,-6.271199032,—,<0.1,<0.1,<0.1
Hornets,East,-10.00974062,-8.545666587,—,<0.1,<0.1,<0.1
