Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%
Celtics,East,9.00779563,7.102633861,—,97.13884742,40.44303628,25.5992164
Thunder,West,6.754897195,2.790762107,—,97.95219921,12.59191497,4.921843279
76ers,East,6.380096263,5.320080083,—,97.06080297,19.89123022,10.86307213
Nuggets,West,6.137160055,5.933959763,—,97.95219921,36.43388809,18.61827653
T-Wolves,West,5.737542136,2.44671888,—,97.95219921,11.50191497,4.320887662
Clippers,West,4.969085801,1.549828701,—,97.86280815,13.56858172,5.731775325
Pelicans,West,4.859297316,2.073654006,—,88.89978562,6.491659613,2.262487561
Cavaliers,East,4.277121193,3.949184872,—,96.79548679,7.717812894,3.929292878
Knicks,East,2.912367909,3.509563744,—,95.71562908,6.381156762,2.993648037
Bucks,East,2.60767261,2.323656776,—,96.90080297,16.95222977,8.46428717
Heat,East,2.431565265,1.46746919,—,91.23861111,4.445938232,1.743910445
Suns,West,1.180543065,1.118863372,—,77.08913752,7.419149032,3.469776113
Warriors,West,-0.021510646,0.573906356,—,28.90565976,1.916157341,0.789292878
Mavericks,West,-0.026576984,-0.63803776,—,68.98504733,3.342955125,1.361024044
Magic,East,-0.044352554,-1.18953107,—,75.74659493,0.904410356,0.426311951
Lakers,West,-0.187375924,1.512440623,100,38.26682465,2.788399663,1.586673083
Pacers,East,-0.234993509,-2.764628733,—,75.7107037,1.767812894,0.699292878
Rockets,West,-0.262217923,-5.665552815,—,25.51271823,0.308036825,0.196383249
Kings,West,-0.43436532,0.299643373,—,67.1703206,3.301659613,1.151635438
Bulls,East,-0.469277256,0.602098646,—,33.08507576,0.536744717,0.251937202
Raptors,East,-1.093617584,-0.650389092,—,10.4558756,0.218844741,0.078946532
Nets,East,-2.027392312,-0.643189804,—,11.3958756,0.258844741,0.078946532
Hawks,East,-2.699794775,-0.972164836,—,15.79476626,0.48191223,0.316311951
Jazz,West,-2.722868081,-2.888442796,—,9.213716303,0.186410698,0.103333829
Grizzlies,West,-5.082402467,-0.513016227,—,4.23736493,0.149254956,<0.1
Wizards,East,-7.851456559,-4.819128988,—,<0.1,<0.1,<0.1
Spurs,West,-7.851509595,-10.09490969,—,<0.1,<0.1,<0.1
Pistons,East,-9.690941979,-8.85715416,—,<0.1,<0.1,<0.1
Hornets,East,-9.711600072,-7.721953158,—,2.960908854,<0.1,<0.1
Blazers,West,-10.12700012,-7.394308265,—,<0.1,<0.1,<0.1
