Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%,Team.y,unit,make_playoffs,win_finals
Celtics,East,12.85050932,8.294178448,—,99.03132799,53.26917672,33.86596629,Boston Celtics,bos,0.9903132799,0.33865966290000005
Thunder,West,8.066879952,4.450895591,—,98.49805279,15.43659705,6.238074774,Oklahoma City Thunder,okc,0.9849805279,0.06238074774
Pelicans,West,7.267967889,3.564687703,—,97.02518291,7.007831497,2.675780235,New Orleans Pelicans,no,0.9702518291,0.02675780235
T-Wolves,West,6.257847287,4.07439193,—,98.49805279,12.28329049,4.661560469,Minnesota Timberwolves,min,0.9849805279,0.046615604690000007
Cavaliers,East,5.380680917,4.163595524,—,99.03132799,10.55384748,4.688899871,Cleveland Cavaliers,cle,0.9903132799,0.046888998710000004
Clippers,West,5.039031566,2.275099807,—,98.38805279,14.35096831,7.595614691,LA Clippers,lac,0.9838805279,0.07595614691
Nuggets,West,4.551952183,5.883952201,—,98.49805279,34.27684752,18.0845111,Denver Nuggets,den,0.9849805279,0.180845111
Bucks,East,4.032518325,3.136882743,—,99.03132799,16.55789927,7.276646528,Milwaukee Bucks,mil,0.9903132799,0.07276646528
Suns,West,3.361990584,2.793857834,—,80.79579434,6.519343311,2.48845982,Phoenix Suns,phx,0.8079579434,0.0248845982
Knicks,East,2.57427882,3.09823517,—,98.81132799,7.744168103,3.073596629,New York Knicks,ny,0.9881132799,0.03073596629
Pacers,East,2.196899616,-1.14908542,—,92.55258194,1.250893165,0.446789219,Indiana Pacers,ind,0.9255258194,0.00446789219
Magic,East,1.737451388,0.184506741,—,98.55132799,1.542970468,0.40954842,Orlando Magic,orl,0.9855132799,0.0040954842
Mavericks,West,1.339025419,0.098291961,—,84.30300328,3.885198316,1.421560469,Dallas Mavericks,dal,0.8430300328,0.014215604690000001
Warriors,West,1.265838101,1.801044404,—,25.14248077,1.674493424,0.982206424,Golden State Warriors,gs,0.2514248077,0.009822064240000001
Kings,West,0.990877942,0.587392402,—,79.09844999,2.130336222,0.768043154,Sacramento Kings,sac,0.7909844999000001,0.00768043154
Rockets,West,0.627139737,-2.928083981,—,3.607168402,0.120825515,<0.1,Houston Rockets,hou,0.03607168402,0.001
Lakers,West,0.303939135,1.902825131,100,36.14567036,2.31423367,1.215848732,Los Angeles Lakers,lal,0.3614567036,0.01215848732
Bulls,East,-0.035591302,-0.218316533,—,24.03886288,0.264586944,0.065874162,Chicago Bulls,chi,0.2403886288,6.5874162e-4
Heat,East,-0.420095358,1.968458483,—,91.31132799,4.099445402,1.788899871,Miami Heat,mia,0.9131132798999999,0.01788899871
76ers,East,-0.470040744,2.917285341,—,81.86014198,4.552381773,2.134249881,Philadelphia 76ers,phi,0.8186014197999999,0.021342498810000003
Hawks,East,-2.828621927,-1.055860246,—,15.70039624,0.164586944,0.075874162,Atlanta Hawks,atl,0.1570039624,7.5874162e-4
Jazz,West,-2.9876086,-4.450759734,—,<0.1,<0.1,<0.1,Utah Jazz,uta,0.001,0.001
Nets,East,-5.102149677,-3.258328495,—,0.080009806,<0.1,<0.1,Brooklyn Nets,bkn,8.0009806e-4,0.001
Raptors,East,-5.476992678,-2.70817085,—,<0.1,<0.1,<0.1,Toronto Raptors,tor,0.001,0.001
Spurs,West,-5.503163776,-9.384766993,—,0,—,0,San Antonio Spurs,sa,0,0
Grizzlies,West,-7.394186938,-4.039094399,—,0,—,0,Memphis Grizzlies,mem,0,0
Pistons,East,-7.634611006,-8.786041476,—,0,—,0,Detroit Pistons,det,0,0
Wizards,East,-8.908603624,-7.230630126,—,0,—,0,Washington Wizards,wsh,0,0
Blazers,West,-8.919592931,-9.019817242,—,0,—,0,Portland Trail Blazers,por,0,0
Hornets,East,-11.69019262,-9.152429823,—,0,—,0,Charlotte Hornets,cha,0,0
