Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%
Celtics,East,12.14493693,8.216059398,—,98.69476695,52.52065621,34.19889599
Pelicans,West,7.789943237,3.916949956,—,98.44400326,7.947299789,2.922676523
Thunder,West,7.422462847,4.196093331,—,98.66400326,15.63462957,6.552453224
T-Wolves,West,6.299938064,4.186888008,—,98.66400326,13.33632549,5.112028513
Nuggets,West,5.109470169,6.015646224,—,98.66400326,33.67603688,18.48576706
Cavaliers,East,4.539585033,3.729990394,—,98.65476695,9.495159094,4.142933284
Bucks,East,4.015712102,3.156170335,—,98.69476695,15.81343127,7.402099795
Knicks,East,3.973245899,3.564484191,—,98.67476695,9.125159094,3.454237793
Suns,West,3.544600268,2.881660927,—,72.66769378,6.199174349,2.362028513
Clippers,West,3.45979242,1.897838515,—,98.31400326,12.86593004,6.172099795
Pacers,East,2.312012961,-0.89746343,—,92.3659778,1.136773761,0.443181667
Mavericks,West,2.169935042,0.701798199,—,91.33062737,3.670593658,1.324237793
Warriors,West,1.871672706,2.075349446,—,22.22000337,1.700296829,0.821466642
Magic,East,1.078615065,0.004850932,—,97.92476695,1.235713547,0.513181667
Rockets,West,0.549096521,-2.44638522,—,3.296927146,0.19207208,0.056373899
Kings,West,0.445471781,0.351238552,—,69.14140669,1.754420749,0.589176221
Bulls,East,0.016174723,-0.188661221,—,20.74770953,0.268609457,0.096373899
Lakers,West,-0.04989099,1.984392695,100,48.59328642,3.023186009,1.156735967
Heat,East,-0.13452215,1.756343595,—,92.33476695,4.046161485,1.584576706
76ers,East,-1.266713592,2.873706802,—,86.33044828,6.045159094,2.533024949
Hawks,East,-2.036812582,-0.807715661,—,15.56721401,0.313132974,0.076373899
Jazz,West,-3.001819155,-4.822526683,—,—,—,—
Nets,East,-4.722741377,-3.114791817,—,<0.1,<0.1,<0.1
Spurs,West,-5.167025388,-9.148187057,—,—,—,—
Raptors,East,-6.248649873,-3.251201601,—,—,—,—
Grizzlies,West,-7.47373795,-4.237011795,—,—,—,—
Pistons,East,-7.738133774,-9.074928492,—,—,—,—
Wizards,East,-8.241038589,-7.273192468,—,—,—,—
Blazers,West,-8.762816579,-9.416360639,—,—,—,—
Hornets,East,-11.72873409,-9.015266764,—,—,—,—
