Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%
Celtics,East,11.50608499,8.586819511,—,100,58.16734498,37.54360687
Nuggets,West,4.879795024,6.517686316,—,100,34.26081377,17.90482705
T-Wolves,West,6.27459684,4.758899786,—,100,13.32899077,5.84596541
Thunder,West,6.987786375,4.655206395,—,100,17.06434462,7.565841659
Pelicans,West,6.863041147,4.036026435,—,82.47158198,5.428239108,2.210141033
Heat,East,1.398609546,3.406424142,—,83.49836891,6.114560385,2.474867632
76ers,East,-1.307207133,2.995826661,—,88.77823299,7.827047868,3.67096541
Suns,West,5.871630794,2.895509684,—,100,7.303990774,2.92096541
Knicks,East,3.969254341,2.84274997,—,100,7.411348196,2.957920829
Cavaliers,East,3.006990137,2.334447191,—,100,6.139560385,2.199867632
Warriors,West,2.677682036,2.294588868,—,22.29834396,1.670661138,0.637433816
Bucks,East,1.912521136,2.227095609,—,100,10.67269639,4.449562169
Lakers,West,1.247147871,2.18785347,100,79.076807,3.989495387,1.857920829
Clippers,West,3.13343826,1.828176178,—,100,9.514344622,3.924562169
Mavericks,West,3.664991146,1.044809511,—,100,6.708379151,2.54596541
Kings,West,2.262796442,0.78339523,—,20.09500911,0.730697152,0.173939038
Pacers,East,3.403516621,0.256440172,—,100,1.905450531,0.546440564
Magic,East,1.29853789,-0.007633769,—,100,1.392007978,0.460368374
Bulls,East,-0.936623203,-0.261211826,—,18.61451438,0.22628016,0.041877431
Hawks,East,-3.719152271,-1.607760827,—,13.00508464,0.143659101,0.066877431
Rockets,West,-0.472988487,-1.975572434,—,—,—,—
Nets,East,-3.909440834,-3.633627401,—,—,—,—
Raptors,East,-8.715226886,-4.761184908,—,—,—,—
Grizzlies,West,-7.871673727,-5.344084363,—,—,—,—
Jazz,West,-4.666884376,-5.484623014,—,—,—,—
Spurs,West,-2.619525438,-7.524055604,—,—,—,—
Wizards,East,-8.27455158,-7.8896906,—,—,—,—
Pistons,East,-7.392574292,-9.108412857,—,—,—,—
Hornets,East,-10.56221995,-9.150913795,—,—,—,—
Blazers,West,-9.868168136,-10.2358543,—,—,—,—
