Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%
Celtics,East,12.11488818,8.12785536,—,99.15442338,52.55917672,32.96596629
Thunder,West,7.752162404,4.162937796,—,98.31413711,14.87659705,5.948074774
Pelicans,West,6.807531306,3.238500535,—,95.33129694,6.777831497,2.525780235
T-Wolves,West,6.518911983,3.889428134,—,98.31413711,12.00329049,4.881560469
Cavaliers,East,5.924139362,4.219617535,—,99.15442338,10.70384748,4.968899871
Clippers,West,4.848951468,2.130263712,—,98.24413711,14.52096831,7.435614691
Nuggets,West,4.397994427,5.954948857,—,98.31413711,34.63684752,18.7245111
Bucks,East,4.383849109,3.140893669,—,99.15442338,16.26789927,6.976646528
Suns,West,2.839174034,2.706910761,—,78.81178897,6.729343311,2.53845982
Knicks,East,2.313036419,3.107110519,—,98.75442338,8.024168103,3.223596629
Pacers,East,2.285876234,-1.439360049,—,88.43028235,1.070893165,0.396789219
Mavericks,West,1.870083551,-0.087285934,—,86.71279946,3.865198316,1.441560469
Magic,East,1.722715822,0.19182464,—,98.81442338,1.392970468,0.34954842
Warriors,West,1.492431009,2.032066897,—,32.57081317,2.124493424,1.152206424
Kings,West,1.070845952,0.701487675,—,76.5329647,2.090336222,0.868043154
Bulls,East,0.280305243,-0.165601494,—,25.90498195,0.224586944,0.075874162
Lakers,West,0.12288386,1.861256926,100,34.38641348,2.26423367,1.195848732
Rockets,West,0.107685122,-3.405720664,—,2.467336211,0.110825515,<0.1
Heat,East,0.09293345,2.527480421,—,93.22442338,4.829445402,2.058899871
76ers,East,-0.240429152,2.972893859,—,82.49001185,4.782381773,2.164249881
Jazz,West,-2.86990384,-4.248837919,—,<0.1,<0.1,<0.1
Hawks,East,-3.63105435,-1.287193634,—,14.67813439,0.144586944,0.065874162
Nets,East,-4.627072766,-3.291666639,—,0.230009831,<0.1,<0.1
Raptors,East,-5.418351205,-2.544360195,—,<0.1,<0.1,<0.1
Spurs,West,-5.480103613,-9.314856408,—,—,—,—
Pistons,East,-7.369606503,-8.764238199,—,—,—,—
Grizzlies,West,-7.734972537,-3.990599748,—,—,—,—
Blazers,West,-8.827692149,-8.89757275,—,—,—,—
Wizards,East,-9.544705339,-7.308205509,—,—,—,—
Hornets,East,-10.79735316,-8.856142038,—,<0.1,<0.1,<0.1
