Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%,Team.y,unit,make_playoffs,win_finals
Celtics,East,9.239024684,7.177929794,—,97.91991581,40.5773529,25.49286346,Boston Celtics,bos,0.9791991581,0.2549286346
76ers,East,7.538790224,5.513371234,—,97.54026859,19.77473528,11.11085904,Philadelphia 76ers,phi,0.9754026859,0.1111085904
Nuggets,West,5.84471353,5.742130396,—,97.9471641,36.21579158,19.40846664,Denver Nuggets,den,0.979471641,0.1940846664
T-Wolves,West,5.435641787,2.107285623,—,96.51632096,11.87873747,4.529054028,Minnesota Timberwolves,min,0.9651632096,0.04529054028
Thunder,West,4.344492888,1.997492629,—,95.27341294,9.4677505,3.574207811,Oklahoma City Thunder,okc,0.9527341294,0.03574207811
Bucks,East,4.198523613,2.479133136,—,97.53026859,18.56111163,9.257147595,Milwaukee Bucks,mil,0.9753026859,0.09257147595
Pelicans,West,3.390492869,1.154147339,—,70.89554416,5.43578287,1.681836501,New Orleans Pelicans,no,0.7089554416,0.01681836501
Clippers,West,2.471835361,0.103836719,—,87.29466077,7.80662575,3.262801769,LA Clippers,lac,0.8729466076999999,0.032628017690000004
Warriors,West,2.391919863,1.193833915,—,55.42420284,4.554368737,1.844108825,Golden State Warriors,gs,0.5542420284,0.01844108825
Heat,East,2.347855689,2.507189891,—,91.89583207,6.641051955,2.704108825,Miami Heat,mia,0.9189583206999999,0.02704108825
Lakers,West,2.219156302,1.728039756,100,67.58567091,6.5277505,2.910572692,Los Angeles Lakers,lal,0.6758567091000001,0.02910572692
Cavaliers,East,1.663394621,2.705585814,—,86.95092738,4.923157472,2.095529932,Cleveland Cavaliers,cle,0.8695092738,0.02095529932
Knicks,East,1.539299648,2.536487493,—,82.2710437,4.290631173,2.164439671,New York Knicks,ny,0.822710437,0.02164439671
Suns,West,1.31630189,0.722715844,—,58.71466255,8.545501,3.696002211,Phoenix Suns,phx,0.5871466255,0.036960022110000004
Bulls,East,0.753791965,0.632137971,—,39.42964435,0.777831305,0.352581023,Chicago Bulls,chi,0.3942964435,0.00352581023
Raptors,East,0.181417249,-0.753396795,—,16.89248158,0.42963454,0.212581023,Toronto Raptors,tor,0.1689248158,0.00212581023
Magic,East,0.179528041,-1.420125824,—,81.8964508,1.465789213,0.501802243,Orlando Magic,orl,0.818964508,0.00501802243
Hawks,East,0.125243182,-0.174358416,—,24.46385531,0.732576044,0.393735756,Atlanta Hawks,atl,0.2446385531,0.00393735756
Kings,West,-0.022533875,0.777661014,—,68.21234003,4.147235647,1.514108825,Sacramento Kings,sac,0.6821234003,0.01514108825
Rockets,West,-0.406938322,-6.050317265,—,27.58485778,0.440326792,0.317496386,Houston Rockets,hou,0.2758485778,0.0031749638600000003
Mavericks,West,-0.418734309,-0.540733803,—,63.20415643,3.832357572,1.541678275,Dallas Mavericks,dal,0.6320415643,0.01541678275
Nets,East,-0.734359599,0.562718917,—,31.18101184,0.782181522,0.33373642,Brooklyn Nets,bkn,0.3118101184,0.0033373642
Pacers,East,-1.368425898,-2.911170454,—,48.05074793,0.783373431,0.533481809,Indiana Pacers,ind,0.4805074793,0.0053348180899999995
Grizzlies,West,-3.092407173,-0.419735897,—,8.289487085,0.832411882,0.317496386,Memphis Grizzlies,mem,0.08289487085,0.0031749638600000003
Jazz,West,-5.571304361,-3.455032567,—,2.576156516,0.145886619,<0.1,Utah Jazz,uta,0.025761565160000003,0.001
Wizards,East,-7.758751531,-3.996503354,—,0.239897588,0.086857843,<0.1,Washington Wizards,wsh,0.0023989758799999998,0.001
Hornets,East,-8.905230388,-7.353115893,—,3.545545241,0.086857843,<0.1,Charlotte Hornets,cha,0.035455452410000005,0.001
Blazers,West,-10.21039252,-5.646248473,—,0.240681462,0.084736539,<0.1,Portland Trail Blazers,por,0.0024068146200000003,0.001
Pistons,East,-10.21054284,-8.804901636,—,0.192109224,0.086857843,<0.1,Detroit Pistons,det,0.00192109224,0.001
Spurs,West,-10.44970054,-11.0401014,—,0.240681462,0.084736539,<0.1,San Antonio Spurs,sa,0.0024068146200000003,0.001
