Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%
Celtics,East,9.657015069,7.670463386,—,97.66461979,47.991608,31.36816916
Thunder,West,9.505422465,4.009228492,—,98.28597135,14.85933564,5.717625776
T-Wolves,West,6.745973897,3.748857949,—,98.28597135,13.91572136,5.287313127
Pelicans,West,6.617346208,2.324011001,—,88.40541856,5.006311765,1.649244565
Cavaliers,East,6.027851053,4.557896266,—,97.64461979,12.90268724,6.223219332
Clippers,West,5.361676014,2.08423695,—,98.23597135,16.5812437,8.281690217
Bucks,East,5.276915835,2.980379125,—,97.64461979,16.22465297,7.221267663
Suns,West,2.551734115,2.057520659,—,76.24736855,6.755721362,2.795796911
Nuggets,West,2.415332955,5.895914797,—,98.28597135,30.56311765,16.43656564
Lakers,West,2.159527234,1.768462014,100,52.01638248,3.413450128,1.432930276
Knicks,East,1.97434643,2.790542982,—,96.17461979,8.364801778,3.420422554
Heat,East,1.275866889,1.960039966,—,94.17749186,4.835201,1.90581724
76ers,East,1.205768419,3.515964858,—,93.63461979,6.026343619,3.179681978
Magic,East,0.997318759,-0.641110522,—,90.94558999,1.014200167,0.342324238
Mavericks,West,0.7798002,-0.249418496,—,74.61541856,3.76262353,1.549681978
Pacers,East,0.776823783,-2.089443778,—,82.73391604,1.596555355,0.441189518
Kings,West,0.669986679,0.682197178,—,68.40998644,2.45733391,0.899244565
Warriors,West,0.513625492,1.775316862,—,42.33299051,2.488905462,1.25581724
Bulls,East,-0.113954905,0.594514708,—,27.92332351,0.478289089,0.164582773
Rockets,West,-0.758231381,-5.215875017,—,2.217153116,0.110202949,0.055299789
Jazz,West,-2.598494209,-3.629030445,—,2.661367422,0.086006693,0.084582773
Raptors,East,-3.156479632,-1.2024634,—,1.125659797,0.087032367,<0.1
Hawks,East,-3.270496961,-0.640146778,—,15.63627487,0.31876302,0.192324238
Nets,East,-3.67637229,-2.48654214,—,4.69461638,0.15983923,0.05366997
Grizzlies,West,-5.699099395,-2.595833352,—,<0.1,<0.1,<0.1
Spurs,West,-7.967555011,-10.20568995,—,<0.1,<0.1,<0.1
Pistons,East,-8.275706866,-8.772690718,—,<0.1,<0.1,<0.1
Wizards,East,-8.981590176,-6.129478299,—,<0.1,<0.1,<0.1
Blazers,West,-9.799884958,-8.627449926,—,<0.1,<0.1,<0.1
Hornets,East,-10.62876767,-8.234057047,—,<0.1,<0.1,<0.1
