Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%
Celtics,East,9.296646818,7.043890554,—,97.9961968,41.53139882,25.81579987
Thunder,West,6.247103552,2.833723125,—,97.34708334,12.57760631,5.230822078
76ers,East,6.23747792,4.988606692,—,97.8667329,17.31394575,9.522739961
Nuggets,West,6.14631989,5.701164784,—,97.58264097,34.60535437,18.2618499
T-Wolves,West,6.010215386,2.515278672,—,97.50386176,12.21636222,4.874800886
Pelicans,West,5.633148119,2.050141976,—,86.85224641,8.018803156,2.548737637
Clippers,West,3.907364252,1.109839003,—,95.16338493,10.42954333,4.567134957
Bucks,East,3.878310844,2.551064067,—,97.64859187,18.08278947,9.415289194
Heat,East,3.005034619,2.542438659,—,92.775702570000007,5.957227959,2.574746473
Knicks,East,2.821038522,3.4389737,—,92.20107071,7.136424853,3.159200453
Cavaliers,East,2.256518897,3.325580131,—,89.73133334,5.833289015,2.506157697
Suns,West,1.311005175,0.707314802,—,62.60576188,7.256751423,3.216115678
Warriors,West,0.529150742,0.663376869,—,39.04698983,2.621490398,1.048737637
Mavericks,West,0.479478899,-0.315443785,—,73.55054227,4.108375712,1.429867257
Magic,East,0.467806582,-1.359980237,—,75.89482003,1.263992803,0.50837247
Pacers,East,0.172983851,-2.279197481,—,74.95125637,0.900092579,0.589205179
Lakers,West,-0.099425416,1.380813379,100,38.80144812,3.288803156,1.644853983
Bulls,East,-0.229076144,0.485322261,—,31.08885904,0.559312969,0.281143649
Kings,West,-0.481068654,0.48923962,—,70.4778081,3.588803156,1.425411039
Raptors,East,-0.493882232,-0.796732864,—,16.26612561,0.410653797,0.181143649
Rockets,West,-0.903732382,-5.740929331,—,26.07092316,0.361547603,0.324852057
Hawks,East,-1.8610453,-0.789780539,—,16.78893827,0.505996125,0.340872888
Nets,East,-2.76107605,-0.70609094,—,12.89116562,0.245500733,0.132622571
Jazz,West,-2.882364771,-2.972657067,—,7.625753869,0.231598388,0.082326586
Grizzlies,West,-4.345743101,-0.390356129,—,6.990515097,0.525151358,0.111174177
Wizards,East,-7.952090194,-4.275716074,—,0.192176007,0.086458378,<0.1
Spurs,West,-8.90567896,-10.468233,—,0.190520136,0.084904711,<0.1
Hornets,East,-10.07372536,-7.867259288,—,3.546777778,0.086458378,<0.1
Pistons,East,-10.31239587,-9.068885359,—,0.160253082,0.086458378,<0.1
Blazers,West,-10.86742421,-7.353843812,—,0.190520136,0.084904711,<0.1
