Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%
Celtics,East,9.706563153,7.11515836,—,97.46080208,41.86174342,27.03137798
T-Wolves,West,6.446114798,2.570432124,—,97.28950581,12.80388573,4.62047155
Thunder,West,6.254538049,2.626036339,—,97.28950581,12.60589208,4.835809164
76ers,East,6.200737629,5.177027371,—,97.33222459,17.99900164,9.715413393
Nuggets,West,5.720960116,5.710197255,—,97.35792954,35.03036741,18.19353348
Pelicans,West,5.186891419,2.13309332,—,88.13000588,7.25858046,2.396870081
Clippers,West,3.982942115,1.175779899,—,96.92343483,10.79898792,4.499197842
Knicks,East,3.114899382,3.510758771,—,93.8667677,6.799667215,3.076985444
Cavaliers,East,2.890386102,3.624547949,—,94.4067677,6.456214638,3.184596297
Heat,East,2.81147006,2.250593004,—,94.3194575,5.508375616,2.162172273
Bucks,East,2.761041129,2.186691532,—,97.07222459,17.00548705,8.63828109
Suns,West,1.190868845,0.656127313,—,65.79841811,7.556146964,3.349312436
Magic,East,0.702351396,-1.310526648,—,78.83957288,1.118107319,0.467429447
Mavericks,West,0.300269182,-0.372725887,—,70.84841811,3.631942867,1.486981034
Lakers,West,0.120904029,1.553077297,100,47.51565793,3.626651437,1.731679137
Warriors,West,0.083689481,0.644595514,—,29.47475476,1.932033185,0.956870081
Raptors,East,-0.101984021,-0.453155924,—,10.77577095,0.254000049,0.19074844
Rockets,West,-0.506024475,-5.935712657,—,24.24087655,0.361512634,0.314124993
Pacers,East,-0.548210892,-2.729965826,—,76.84542932,1.733111476,0.633490517
Bulls,East,-0.662651432,0.438552683,—,28.81824062,0.354633529,0.23074844
Kings,West,-0.857736245,0.401906621,—,64.84935286,3.492946041,1.382904582
Hawks,East,-1.915652165,-0.819517469,—,16.97028361,0.455881286,0.340085736
Jazz,West,-2.132687395,-2.708833938,—,14.88518943,0.206161611,0.102136475
Nets,East,-2.520559332,-0.609883013,—,9.962829076,0.196207835,0.142316315
Grizzlies,West,-3.800489927,-0.342781993,—,5.017629508,0.52509912,0.11091745
Wizards,East,-7.946773438,-4.509692405,—,0.190032295,0.085856307,<0.1
Spurs,West,-9.139245122,-10.35435323,—,0.189660435,0.084896265,<0.1
Pistons,East,-9.681759226,-8.963829075,—,0.158465469,0.085856307,<0.1
Hornets,East,-10.46883974,-7.898283925,—,2.98113163,0.085856307,<0.1
Blazers,West,-10.96061054,-7.456933334,—,0.189660435,0.084896265,<0.1
