Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%
Celtics,East,12.77487365,8.177489226,—,98.94456527,53.15917672,33.33596629
Thunder,West,8.093890878,4.369833745,—,98.12647517,15.11659705,6.078074774
Pelicans,West,7.265066008,3.5593070510000002,—,96.35401754,7.347831497,2.905780235
T-Wolves,West,6.291986047,4.028543589,—,98.12647517,11.83329049,4.571560469
Cavaliers,East,5.514478655,4.149307018,—,98.94456527,10.58384748,4.648899871
Clippers,West,5.047341341,2.259631368,—,98.09647517,14.72096831,7.635614691
Nuggets,West,4.388245704,5.973139671,—,98.12647517,34.12684752,18.6345111
Bucks,East,4.363420472,3.144529713,—,98.94456527,16.64789927,7.076646528
Suns,West,2.837029815,2.763248098,—,77.69414854,6.309343311,2.44845982
Pacers,East,2.162515156,-1.158042333,—,92.06905098,1.270893165,0.436789219
Knicks,East,2.145427574,3.061300089,—,98.53456527,7.604168103,3.103596629
Mavericks,West,1.891815712,0.032838472,—,86.81301005,4.005198316,1.471560469
Magic,East,1.696395277,0.199157651,—,98.59456527,1.662970468,0.43954842
Warriors,West,1.261095662,1.883864807,—,29.88972909,1.804493424,1.102206424
Kings,West,1.061679073,0.720644963,—,75.79349824,2.160336222,0.748043154
Lakers,West,0.270992099,1.911798122,100,38.33584064,2.46423367,1.245848732
Bulls,East,0.261712767,-0.107154048,—,26.02947262,0.274586944,0.095874162
Rockets,West,0.172743231,-3.395386666,—,2.643816702,0.110825515,<0.1
Heat,East,-0.29895144,1.996248275,—,91.43456527,4.229445402,1.868899871
76ers,East,-0.473482759,2.877226178,—,81.52974957,4.422381773,2.054249881
Jazz,West,-2.86924982,-4.218427595,—,<0.1,<0.1,<0.1
Hawks,East,-3.645613495,-1.299803112,—,14.6842863,0.144586944,0.055874162
Nets,East,-4.636477326,-3.282841304,—,0.290009789,<0.1,<0.1
Spurs,West,-5.211475967,-9.338982078,—,—,—,—
Raptors,East,-5.645355419,-2.584290332,—,<0.1,<0.1,<0.1
Grizzlies,West,-7.435335559,-4.046184908,—,—,—,—
Pistons,East,-7.671156917,-8.87122474,—,—,—,—
Blazers,West,-9.000872624,-8.989873954,—,—,—,—
Wizards,East,-9.490225704,-7.311894228,—,—,—,—
Hornets,East,-10.81927955,-8.858082406,—,<0.1,<0.1,<0.1
