Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%
Celtics,East,11.14992627,8.025873923,—,98.45162324,51.46779144,32.72792736
Thunder,West,7.63510574,4.169291814,—,98.60310124,15.13218065,6.490286682
Pelicans,West,7.615778309,3.195663635,—,94.89146018,7.225831304,2.681896368
T-Wolves,West,6.359162506,3.723405213,—,98.60310124,11.29838894,4.863792736
Cavaliers,East,5.275358647,4.233570916,—,98.45162324,11.31872951,4.905143341
Clippers,West,4.729084561,2.119387067,—,98.54310124,15.89355577,8.270860047
Bucks,East,4.314999889,2.756103947,—,98.43162324,14.68333919,7.198145035
Nuggets,West,3.954157211,5.880467297,—,98.60310124,32.24831304,17.09064496
Knicks,East,2.504127665,3.130374181,—,97.65162324,8.585335676,3.133792736
Suns,West,2.362377781,2.485269516,—,75.70185097,7.147099495,2.316612867
Pacers,East,2.182953198,-1.758101197,—,90.68458424,1.806519429,0.455991686
Warriors,West,1.221142018,1.773529372,—,41.48500503,2.348045163,1.240585123
Mavericks,West,1.007159202,-0.384452223,—,71.52094169,3.098673247,1.383792736
Magic,East,0.726774883,-0.344628558,—,95.37162324,1.341232844,0.308527636
76ers,East,0.688321414,3.12776753,—,84.46636078,4.879364754,2.295629007
Kings,West,0.092470437,0.671592822,—,73.07719015,2.40749834,0.901896368
Heat,East,-0.02274597,1.86508826,—,90.79162324,5.059001757,2.083792736
Bulls,East,-0.481210734,0.064754135,—,27.63048027,0.365049885,0.117627618
Lakers,West,-0.507543433,1.854899901,100,47.46810594,3.09087226,1.339394153
Rockets,West,-0.757162605,-4.317491133,—,1.503002176,0.109507532,<0.1
Nets,East,-2.955813842,-2.751363254,—,2.843524344,0.148130669,<0.1
Jazz,West,-3.059274444,-3.769016206,—,<0.1,<0.1,<0.1
Hawks,East,-3.328922699,-0.765681343,—,15.20527216,0.345470362,0.107627618
Raptors,East,-4.09063216,-1.755592879,—,<0.1,<0.1,<0.1
Spurs,West,-5.607481144,-9.344844733,—,—,<0.1,<0.1
Grizzlies,West,-6.297644613,-3.624980458,—,<0.1,<0.1,<0.1
Pistons,East,-7.573434948,-8.52227769,—,<0.1,<0.1,<0.1
Blazers,West,-7.826069543,-8.718119766,—,<0.1,<0.1,<0.1
Wizards,East,-8.624692674,-6.707271662,—,—,<0.1,<0.1
Hornets,East,-10.74072252,-8.72838991,—,<0.1,<0.1,<0.1
