Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%
Celtics,East,13.3137135,9.231977351,—,100,99.99986,72.65101139
T-Wolves,West,7.080279723,6.088202659,—,100,19.8999781,6.491055369
Thunder,West,7.517295186,5.929093868,—,100,—,—
Nuggets,West,4.408997585,5.087872037,—,100,—,—
Mavericks,West,5.78362936,3.331685723,—,100,80.09989677,20.85790762
Pelicans,West,3.838716255,2.149158094,—,100,—,—
Lakers,West,1.930029892,2.129311016,100,100,—,—
76ers,East,-1.008752408,2.051217265,—,100,—,—
Heat,East,1.396452569,1.976278497,—,100,—,—
Pacers,East,4.297150814,1.805510517,—,100,—,—
Suns,West,4.455545564,1.695252271,—,100,—,—
Bucks,East,1.472587769,1.672001378,—,100,—,—
Warriors,West,2.709689716,1.468643798,—,—,—,—
Knicks,East,1.67660582,1.426073506,—,100,—,—
Cavaliers,East,1.065688085,0.799959627,—,100,—,—
Magic,East,2.254919427,0.7870939,—,100,—,—
Kings,West,2.741304651,0.690668527,—,—,—,—
Clippers,West,0.594519298,0.559396307,—,100,—,—
Bulls,East,-0.592993293,-0.490915105,—,—,—,—
Rockets,West,0.06793202,-2.095009405,—,—,—,—
Hawks,East,-3.784385777,-2.531828668,—,—,—,—
Nets,East,-3.877661032,-3.826886324,—,—,—,—
Raptors,East,-9.022680737,-5.198255561,—,—,—,—
Grizzlies,West,-8.406055703,-5.706396141,—,—,—,—
Jazz,West,-6.305898169,-5.793655117,—,—,—,—
Spurs,West,-2.920123902,-7.591362628,—,—,—,—
Wizards,East,-8.253506719,-8.418416567,—,—,—,—
Pistons,East,-7.601145937,-9.559978965,—,—,—,—
Hornets,East,-10.7334514,-9.593977952,—,—,—,—
Blazers,West,-9.606528064,-10.60077113,—,—,—,—
