Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%
Celtics,East,9.493759365,7.26614188,—,97.65518863,42.05724165,26.99286346
76ers,East,7.58977274,5.438338722,—,97.41927186,18.95554121,10.55085904
Nuggets,West,5.914344764,5.837529185,—,97.92382269,36.62801443,18.95846664
T-Wolves,West,5.533087188,2.205656475,—,97.31710606,11.42234125,4.599054028
Thunder,West,4.523178078,2.067692857,—,95.90518874,9.853840167,3.414207811
Bucks,East,3.967947861,2.368071547,—,97.35927186,18.53966134,8.967147595
Pelicans,West,3.71225096,1.221742714,—,74.74238036,5.33634341,1.631836501
Clippers,West,2.747171679,0.356518253,—,88.9369293,8.102298911,3.362801769
Warriors,West,2.695329045,1.195861796,—,56.76259437,4.449612092,1.794108825
Heat,East,1.94528858,2.398590101,—,91.03935192,5.583883405,2.554108825
Lakers,West,1.827154488,1.607148343,100,59.94953341,5.81268682,2.570572692
Cavaliers,East,1.647556036,2.75890595,—,84.12597068,4.934296959,2.295529932
Knicks,East,1.563263426,2.58475617,—,84.26238275,4.536084078,2.234439671
Suns,West,1.511177538,0.853520065,—,62.64058566,8.805373639,3.886002211
Bulls,East,0.651978141,0.566591202,—,38.65163241,0.870720608,0.402581023
Kings,West,0.469762133,0.992283345,—,74.63827578,4.749515115,1.664108825
Hawks,East,0.273512321,-0.06100914,—,26.98645064,0.833887576,0.383735756
Raptors,East,0.085345345,-0.678467654,—,18.25487831,0.372717694,0.182581023
Magic,East,0.009961473,-1.454028972,—,78.83852343,1.568000483,0.491802243
Rockets,West,-0.187507321,-5.877196851,—,28.83651338,0.421912089,0.317496386
Nets,East,-0.904792137,0.290496795,—,27.5395047,0.598649125,0.22373642
Mavericks,West,-1.012341234,-0.792225548,—,53.25820505,3.346149456,1.401678275
Pacers,East,-1.33801613,-2.716696048,—,53.91690799,0.888321748,0.553481809
Grizzlies,West,-3.77847212,-0.650826119,—,5.968450392,0.757004318,0.317496386
Jazz,West,-4.830225856,-3.19752718,—,2.640181483,0.145677807,<0.1
Wizards,East,-7.568173602,-3.918713177,—,0.238275943,0.08699804,<0.1
Hornets,East,-9.032464653,-7.520288434,—,3.521578278,0.08699804,<0.1
Pistons,East,-10.24629507,-8.855528451,—,0.190810616,0.08699804,<0.1
Blazers,West,-10.54061985,-5.903662071,—,0.240116658,0.084615253,<0.1
Spurs,West,-10.90010655,-11.30342864,—,0.240116658,0.084615253,<0.1
