Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%
Celtics,East,11.83722402,8.063658403,—,98.75397152,51.27123025,33.19810407
Thunder,West,7.843878894,4.311373026,—,98.14728285,15.315567,6.254896651
Pelicans,West,7.16914778,2.996023464,—,96.00547354,6.580456279,2.350877773
T-Wolves,West,6.501213121,3.761532275,—,98.14728285,11.1088213,4.194942584
Cavaliers,East,6.146875017,4.461927212,—,98.75397152,11.80020504,5.124942584
Clippers,West,4.942048598,2.33557791,—,98.10728285,15.29271566,7.87737431
Nuggets,West,4.336438,5.882681576,—,98.14728285,34.52788552,18.33672861
Bucks,East,4.321283027,2.902281951,—,98.75397152,14.97811109,7.357241627
Knicks,East,2.563757611,3.156478131,—,98.33397152,8.755225546,3.121755546
Pacers,East,1.968499155,-1.757829218,—,89.72367502,1.72168566,0.488791416
Suns,West,1.881575941,2.392753859,—,73.82819777,6.351173288,2.34191732
Mavericks,West,1.392232064,-0.201613784,—,75.51783398,3.008543133,1.283187379
Warriors,West,0.90566303,1.673048655,—,35.03753612,2.038891751,1.183672861
Magic,East,0.506232135,-0.2932153,—,97.14397152,1.150220351,0.345510095
Kings,West,0.153831969,0.717430243,—,82.57001671,2.852939983,0.940877773
76ers,East,-0.098006325,3.159372703,—,81.41882055,5.109155022,2.257448325
Lakers,West,-0.238929864,1.794676128,100,42.96247208,2.811763314,1.2831035
Heat,East,-0.357728111,1.664989091,—,90.25397152,4.38681703,1.721755546
Bulls,East,-0.402530934,-0.132616246,—,30.6803964,0.378105002,0.146146503
Rockets,West,-0.581837638,-4.155936262,—,1.529299877,0.111207978,<0.1
Jazz,West,-2.685115802,-3.719482451,—,<0.1,<0.1,<0.1
Nets,East,-3.223197888,-2.749708727,—,2.932709073,0.149320465,<0.1
Hawks,East,-3.964506384,-0.899041188,—,13.18053084,0.299889785,0.106146503
Raptors,East,-4.387177214,-1.802499697,—,0.070009751,<0.1,<0.1
Spurs,West,-5.622372334,-9.323814053,—,—,<0.1,<0.1
Grizzlies,West,-6.482446346,-3.757183382,—,<0.1,<0.1,<0.1
Pistons,East,-7.509774054,-8.52940516,—,<0.1,<0.1,<0.1
Blazers,West,-8.022085887,-8.682624913,—,<0.1,<0.1,<0.1
Wizards,East,-8.299168219,-6.911052256,—,—,<0.1,<0.1
Hornets,East,-10.4521681,-8.483130283,—,<0.1,<0.1,<0.1
