Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%,Team.y,unit,make_playoffs,win_finals
Celtics,East,9.706563153,7.11515836,—,97.46080208,41.86174342,27.03137798,Boston Celtics,bos,0.9746080208,0.2703137798
T-Wolves,West,6.446114798,2.570432124,—,97.28950581,12.80388573,4.62047155,Minnesota Timberwolves,min,0.9728950581,0.04620471550000001
Thunder,West,6.254538049,2.626036339,—,97.28950581,12.60589208,4.835809164,Oklahoma City Thunder,okc,0.9728950581,0.048358091639999996
76ers,East,6.200737629,5.177027371,—,97.33222459,17.99900164,9.715413393,Philadelphia 76ers,phi,0.9733222458999999,0.09715413393
Nuggets,West,5.720960116,5.710197255,—,97.35792954,35.03036741,18.19353348,Denver Nuggets,den,0.9735792954,0.1819353348
Pelicans,West,5.186891419,2.13309332,—,88.13000588,7.25858046,2.396870081,New Orleans Pelicans,no,0.8813000588,0.02396870081
Clippers,West,3.982942115,1.175779899,—,96.92343483,10.79898792,4.499197842,LA Clippers,lac,0.9692343483000001,0.04499197842
Knicks,East,3.114899382,3.510758771,—,93.8667677,6.799667215,3.076985444,New York Knicks,ny,0.938667677,0.03076985444
Cavaliers,East,2.890386102,3.624547949,—,94.4067677,6.456214638,3.184596297,Cleveland Cavaliers,cle,0.944067677,0.03184596297
Heat,East,2.81147006,2.250593004,—,94.3194575,5.508375616,2.162172273,Miami Heat,mia,0.943194575,0.02162172273
Bucks,East,2.761041129,2.186691532,—,97.07222459,17.00548705,8.63828109,Milwaukee Bucks,mil,0.9707222459,0.0863828109
Suns,West,1.190868845,0.656127313,—,65.79841811,7.556146964,3.349312436,Phoenix Suns,phx,0.6579841811,0.03349312436
Magic,East,0.702351396,-1.310526648,—,78.83957288,1.118107319,0.467429447,Orlando Magic,orl,0.7883957288000001,0.00467429447
Mavericks,West,0.300269182,-0.372725887,—,70.84841811,3.631942867,1.486981034,Dallas Mavericks,dal,0.7084841811,0.014869810340000001
Lakers,West,0.120904029,1.553077297,100,47.51565793,3.626651437,1.731679137,Los Angeles Lakers,lal,0.47515657930000005,0.01731679137
Warriors,West,0.083689481,0.644595514,—,29.47475476,1.932033185,0.956870081,Golden State Warriors,gs,0.2947475476,0.00956870081
Raptors,East,-0.101984021,-0.453155924,—,10.77577095,0.254000049,0.19074844,Toronto Raptors,tor,0.1077577095,0.0019074844
Rockets,West,-0.506024475,-5.935712657,—,24.24087655,0.361512634,0.314124993,Houston Rockets,hou,0.24240876549999998,0.0031412499300000002
Pacers,East,-0.548210892,-2.729965826,—,76.84542932,1.733111476,0.633490517,Indiana Pacers,ind,0.7684542931999999,0.00633490517
Bulls,East,-0.662651432,0.438552683,—,28.81824062,0.354633529,0.23074844,Chicago Bulls,chi,0.2881824062,0.0023074844
Kings,West,-0.857736245,0.401906621,—,64.84935286,3.492946041,1.382904582,Sacramento Kings,sac,0.6484935286,0.013829045820000002
Hawks,East,-1.915652165,-0.819517469,—,16.97028361,0.455881286,0.340085736,Atlanta Hawks,atl,0.1697028361,0.0034008573600000005
Jazz,West,-2.132687395,-2.708833938,—,14.88518943,0.206161611,0.102136475,Utah Jazz,uta,0.1488518943,0.0010213647500000001
Nets,East,-2.520559332,-0.609883013,—,9.962829076,0.196207835,0.142316315,Brooklyn Nets,bkn,0.09962829076,0.00142316315
Grizzlies,West,-3.800489927,-0.342781993,—,5.017629508,0.52509912,0.11091745,Memphis Grizzlies,mem,0.050176295079999995,0.0011091745
Wizards,East,-7.946773438,-4.509692405,—,0.190032295,0.085856307,<0.1,Washington Wizards,wsh,0.00190032295,0.001
Spurs,West,-9.139245122,-10.35435323,—,0.189660435,0.084896265,<0.1,San Antonio Spurs,sa,0.00189660435,0.001
Pistons,East,-9.681759226,-8.963829075,—,0.158465469,0.085856307,<0.1,Detroit Pistons,det,0.00158465469,0.001
Hornets,East,-10.46883974,-7.898283925,—,2.98113163,0.085856307,<0.1,Charlotte Hornets,cha,0.0298113163,0.001
Blazers,West,-10.96061054,-7.456933334,—,0.189660435,0.084896265,<0.1,Portland Trail Blazers,por,0.00189660435,0.001
