Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%
Celtics,East,9.416181302,7.757319115,—,98.60877066,47.88129406,31.61754043
Thunder,West,9.335495509,3.942920789,—,98.21619133,14.29623125,6.026672827
Pelicans,West,7.185876411,2.422848422,—,89.48306287,5.611589008,1.992123172
T-Wolves,West,7.000300824,3.736107635,—,98.21619133,12.85560812,5.27462036
Cavaliers,East,6.355308404,4.621152511,—,98.60877066,13.18039551,6.01000462
Bucks,East,6.010304675,3.125885744,—,98.58877066,16.03098877,7.565016171
Clippers,West,5.67863331,2.162009872,—,98.18619133,17.21237683,8.463354895
Suns,West,2.892787091,1.98940964,—,73.77471623,6.733271708,2.745796283
Nuggets,West,2.734476481,5.85126376,—,98.21619133,31.29307838,16.3431018
Knicks,East,1.905517113,2.707648885,—,96.96877066,7.998837376,3.038338724
76ers,East,1.251814435,3.484599415,—,88.1846689,6.274418688,2.809746907
Magic,East,1.176543563,-0.588808068,—,94.65853648,1.119742129,0.34311257
Warriors,West,1.089975125,2.09603148,—,55.867293,3.380243249,1.590235567
Heat,East,0.874921372,1.870991319,—,94.8951199,4.880282505,1.627564131
Pacers,East,0.647845815,-2.260814836,—,83.15980034,1.596798502,0.443070588
Kings,West,0.40017912,0.904887122,—,75.41121251,2.845888035,0.952123172
Mavericks,West,0.327041091,-0.468192119,—,69.38923372,3.154475366,1.445810625
Lakers,West,-0.313622266,1.671670562,100,38.37752338,2.420243249,1.117564131
Bulls,East,-0.555422087,0.342398031,—,26.29580009,0.430099399,0.184969714
Rockets,West,-0.80921611,-4.958544951,—,2.284469268,0.110629364,0.055552769
Nets,East,-2.958834084,-2.314108223,—,7.243928103,0.149154485,<0.1
Jazz,West,-2.99996784,-3.488123822,—,2.577694788,0.086339483,0.084969714
Raptors,East,-3.166128136,-1.390861165,—,1.091912453,0.086634641,<0.1
Hawks,East,-3.93914053,-0.867517293,—,11.69512193,0.371327901,0.18311257
Grizzlies,West,-6.39712314,-3.09560687,—,<0.1,<0.1,<0.1
Spurs,West,-7.192701887,-9.952623346,—,<0.1,<0.1,<0.1
Pistons,East,-8.013425457,-8.745194291,—,<0.1,<0.1,<0.1
Blazers,West,-8.388309766,-8.300715885,—,<0.1,<0.1,<0.1
Wizards,East,-9.231792614,-6.219820075,—,<0.1,<0.1,<0.1
Hornets,East,-10.49788252,-8.182310239,—,<0.1,<0.1,<0.1
