Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%
Celtics,East,8.696789052,7.282829484,—,97.50611631,43.22519702,28.18211868
Thunder,West,8.11851665,3.364433731,—,98.29961885,13.34547431,5.172244662
T-Wolves,West,7.610705298,3.33219757,—,98.29961885,13.12547431,5.036465089
Cavaliers,East,6.486253787,4.823072073,—,97.45866714,16.12260372,8.352244662
Clippers,West,5.708446271,2.495465148,—,98.28961885,18.06407679,8.547942652
Pelicans,West,5.28598586,2.112337227,—,90.52968235,5.677052865,2.28173675
Bucks,East,4.059640346,2.378361679,—,97.16685837,15.14092796,7.19737532
Knicks,East,3.438308981,3.031001326,—,96.61685837,9.874179181,4.315875118
76ers,East,3.001110619,3.883762326,—,95.9015157,8.140201968,4.131987975
Suns,West,2.95347508,2.068450191,—,83.71217495,8.465796325,3.894108482
Nuggets,West,1.984839359,5.513618557,—,97.98961885,28.80524799,15.29141245
Rockets,West,1.290861563,-5.112775228,—,4.592085711,0.158262984,0.08535973
Pacers,East,1.152750539,-2.208735321,—,82.11766739,1.606044795,0.464966606
Mavericks,West,1.000334603,-0.137067586,—,74.06128566,3.650579298,1.342746682
Heat,East,0.820281273,1.056575085,—,88.11392934,3.716301858,1.434689006
Warriors,West,0.681863392,1.669494879,—,37.13151704,2.72958726,1.131796612
Lakers,West,0.406609087,1.836517965,100,46.35628848,3.18958726,1.181796612
Magic,East,0.360265132,-0.419197238,—,85.93766739,1.006697599,0.343907167
Bulls,East,0.050198755,0.906652466,—,28.36685995,0.388710473,0.13535973
Kings,West,0.035387071,0.571799111,—,67.23973465,2.641449081,1.047075856
Jazz,West,-2.658081761,-3.235024813,—,3.498726782,0.147385803,0.08535973
Nets,East,-3.100158414,-1.723594015,—,7.308715353,0.172484994,0.079736485
Hawks,East,-3.6410459570000002,-0.964956359,—,17.21685995,0.423912673,0.193907167
Raptors,East,-3.781309688,-1.525507979,—,3.319132863,0.182711342,0.069736485
Grizzlies,West,-5.717095648,-2.016539601,—,<0.1,<0.1,<0.1
Wizards,East,-7.911577006,-5.530411362,—,<0.1,<0.1,<0.1
Blazers,West,-8.340827082,-7.557617465,—,<0.1,<0.1,<0.1
Spurs,West,-8.404100819,-10.16842108,—,<0.1,<0.1,<0.1
Pistons,East,-9.252787552,-8.874079441,—,<0.1,<0.1,<0.1
Hornets,East,-10.65087324,-8.483895434,—,2.969132863,<0.1,<0.1
