Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%
Celtics,East,8.982631104,7.160812962,—,97.27215669,40.5882074,26.39026384
Thunder,West,8.005992583,3.218046304,—,98.06654308,13.1601722,5.244136482
T-Wolves,West,6.548400432,2.796615548,—,98.06654308,11.8001722,4.377958441
Clippers,West,6.426787624,2.478889583,—,98.06654308,16.75374333,6.87122251
Knicks,East,4.68760461,3.759742874,—,96.70345493,10.6087239,4.994136482
76ers,East,4.389998441,4.480600274,—,97.08215669,12.20844336,6.334136482
Cavaliers,East,4.306785421,4.386643287,—,97.12104577,11.99406746,5.815305628
Pelicans,West,4.253437364,1.583374613,—,87.17062306,5.170086099,1.738451031
Nuggets,West,3.94923386,5.632833789,—,98.05654308,33.300615,17.38449033
Bucks,East,3.354522033,2.335181461,—,97.21215669,16.87402407,8.281833766
Lakers,West,2.054893233,1.531616241,100,60.66074387,4.254301157,1.665305628
Suns,West,1.585355812,1.307718196,—,77.03556347,7.05608494,3.711615584
Magic,East,1.243055828,-0.50208884,—,85.48951623,1.194740561,0.504740478
Rockets,West,1.217609531,-5.239964221,—,18.26153665,0.196387882,0.195407595
Warriors,West,0.492021214,1.014852366,—,22.59730385,1.523019513,0.825918075
Pacers,East,0.299295119,-2.603222688,—,81.0700309,1.710476926,0.695918075
Kings,West,0.157548528,0.652503529,—,84.05292078,3.872805545,1.536326143
Heat,East,-0.700387645,0.599725426,—,80.68063727,3.500804813,1.569424321
Mavericks,West,-1.016313605,-0.923366542,—,47.82081353,2.614301157,0.956326143
Bulls,East,-1.392376013,0.665668928,—,22.90710891,0.437068732,0.271082998
Nets,East,-1.409036209,-0.831393331,—,16.09104703,0.218497859,0.098603998
Raptors,East,-1.94842718,-0.682997737,—,8.344739275,0.187068732,0.068603998
Jazz,West,-2.705802251,-2.964255415,—,5.919507053,0.149146811,0.102820455
Hawks,East,-2.896965217,-0.79645302,—,17.06551186,0.477850267,0.324740478
Grizzlies,West,-5.877282191,-1.224956523,—,4.224796155,0.149146811,<0.1
Wizards,East,-7.914720479,-5.065576694,—,<0.1,<0.1,<0.1
Spurs,West,-8.176073734,-9.856683119,—,<0.1,<0.1,<0.1
Blazers,West,-8.74728543,-7.100197661,—,<0.1,<0.1,<0.1
Pistons,East,-8.974898832,-8.970639827,—,<0.1,<0.1,<0.1
Hornets,East,-10.87302597,-8.38227064,—,2.960418812,<0.1,<0.1
