Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%,Team.y,unit,make_playoffs,win_finals
Celtics,East,9.820874421,7.693663015,—,97.85512546,47.75723678,31.84709654,Boston Celtics,bos,0.9785512545999999,0.3184709654
Thunder,West,9.582286302,4.022843881,—,98.24179127,16.01852666,6.149612872,Oklahoma City Thunder,okc,0.9824179126999999,0.061496128719999994
T-Wolves,West,6.767742576,3.76013779,—,98.24179127,13.77289227,5.395796498,Minnesota Timberwolves,min,0.9824179126999999,0.05395796498
Pelicans,West,6.71892361,2.488965993,—,90.18998539,5.931943578,2.205548374,New Orleans Pelicans,no,0.9018998539,0.022055483740000003
Cavaliers,East,6.109838926,4.566052,—,97.85512546,13.52889195,6.131096748,Cleveland Cavaliers,cle,0.9785512545999999,0.06131096748
Bucks,East,5.327587313,2.979793447,—,97.85512546,15.32063425,7.048838617,Milwaukee Bucks,mil,0.9785512545999999,0.07048838617
Clippers,West,5.282360954,2.163036079,—,98.20179127,16.88131665,8.20845149,LA Clippers,lac,0.9820179127,0.0820845149
Suns,West,2.665508074,2.053464048,—,78.29998539,6.815830734,2.907405734,Phoenix Suns,phx,0.7829998539,0.02907405734
Nuggets,West,2.113252179,5.803638928,—,98.16179127,29.9374922,15.63898249,Denver Nuggets,den,0.9816179127,0.1563898249
Lakers,West,2.043149995,1.724599836,100,45.04809133,2.724731307,1.178312956,Los Angeles Lakers,lal,0.4504809133,0.011783129560000001
Knicks,East,2.012852461,2.750774102,—,96.86512546,8.481608173,3.329612872,New York Knicks,ny,0.9686512546,0.03329612872
Heat,East,1.301853196,1.805492832,—,94.83704978,5.046748111,1.720946719,Miami Heat,mia,0.9483704978,0.01720946719
76ers,East,1.110330929,3.529596874,—,94.05512546,6.314445977,3.286797062,Philadelphia 76ers,phi,0.9405512546,0.03286797062
Kings,West,1.031394498,0.763172256,—,74.33135069,2.552131665,0.902586499,Sacramento Kings,sac,0.7433135069,0.00902586499
Magic,East,0.971704013,-0.642100889,—,91.44418909,0.950150766,0.353239456,Orlando Magic,orl,0.9144418908999999,0.0035323945600000003
Mavericks,West,0.762160655,-0.350785884,—,71.46503784,3.032915367,1.486797062,Dallas Mavericks,dal,0.7146503783999999,0.014867970619999999
Pacers,East,0.716542108,-2.191657706,—,80.84962153,1.564015276,0.433373356,Indiana Pacers,ind,0.8084962152999999,0.00433373356
Warriors,West,0.446836148,1.794748821,—,42.87385929,2.125241181,1.180946719,Golden State Warriors,gs,0.4287385929,0.01180946719
Bulls,East,-0.261991907,0.466154338,—,25.94198415,0.434997381,0.185031994,Chicago Bulls,chi,0.25941984149999997,0.0018503199400000002
Rockets,West,-0.824362821,-5.13076485,—,2.225453882,0.120620145,0.055593487,Houston Rockets,hou,0.02225453882,5.5593487e-4
Jazz,West,-2.49710334,-3.62081062,—,2.719042154,0.086332289,0.085031994,Utah Jazz,uta,0.02719042154,8.5031994e-4
Raptors,East,-3.068867568,-1.037816928,—,1.636921424,0.086256434,<0.1,Toronto Raptors,tor,0.01636921424,0.001
Hawks,East,-3.241875563,-0.61211647,—,16.10635409,0.366485628,0.183239456,Atlanta Hawks,atl,0.1610635409,0.00183239456
Nets,East,-3.561586126,-2.426792887,—,4.698223931,0.148503346,<0.1,Brooklyn Nets,bkn,0.04698223931,0.001
Grizzlies,West,-6.075467852,-2.515034564,—,<0.1,<0.1,<0.1,Memphis Grizzlies,mem,0.001,0.001
Spurs,West,-7.96981116,-10.2010575,—,<0.1,<0.1,<0.1,San Antonio Spurs,sa,0.001,0.001
Pistons,East,-8.267215326,-8.772275743,—,<0.1,<0.1,<0.1,Detroit Pistons,det,0.001,0.001
Wizards,East,-9.012114781,-6.124907775,—,<0.1,<0.1,<0.1,Washington Wizards,wsh,0.001,0.001
Blazers,West,-9.826828243,-8.623167366,—,<0.1,<0.1,<0.1,Portland Trail Blazers,por,0.001,0.001
Hornets,East,-10.63611021,-8.298815365,—,<0.1,<0.1,<0.1,Charlotte Hornets,cha,0.001,0.001
