Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%
Celtics,East,11.36506656,8.395877875,—,100,53.55979279,36.10856258
Nuggets,West,4.792466924,6.559367374,—,100,40.57807459,21.64490273
Thunder,West,7.822445583,5.479370619,—,100,24.90712548,11.64670458
T-Wolves,West,7.247913451,5.441590964,—,100,16.27127367,8.046009385
Heat,East,2.396785099,3.647385142,—,100,4.817868695,1.645026961
Pelicans,West,5.044604063,2.979663925,—,100,1.35456572,0.442814345
Knicks,East,3.878345574,2.948108853,—,100,15.62874273,5.78214397
76ers,East,-0.829408982,2.754303818,—,100,3.280696159,1.177576386
Cavaliers,East,4.006627233,2.717846186,—,100,9.500900601,3.096428989
Lakers,West,1.748340697,2.319003524,100,100,1.524283397,0.474328312
Suns,West,4.184113725,2.180710246,—,100,2.064421048,0.863909994
Bucks,East,1.438261718,1.942143745,—,100,7.81659122,2.755612841
Warriors,West,2.589452262,1.728329227,—,—,—,—
Clippers,West,2.05983199,1.547893199,—,100,5.803921042,1.857489018
Kings,West,2.178832356,0.958432795,—,—,—,—
Mavericks,West,3.252886794,0.894256623,—,100,7.496273667,2.830953308
Pacers,East,2.528775061,0.533949124,—,100,4.669113854,1.449635909
Bulls,East,-0.245780106,-0.433110325,—,—,—,—
Magic,East,1.450213019,-0.698079754,—,100,0.726231602,0.177780689
Rockets,West,0.012657105,-1.909091023,—,—,—,—
Hawks,East,-3.837966934,-2.29707638,—,—,—,—
Nets,East,-3.569925008,-3.684698906,—,—,—,—
Raptors,East,-8.554144013,-4.815148166,—,—,—,—
Grizzlies,West,-7.549490304,-5.419501157,—,—,—,—
Jazz,West,-5.532797918,-5.463610063,—,—,—,—
Spurs,West,-2.657687632,-7.378415446,—,—,—,—
Wizards,East,-8.183784351,-8.017561451,—,—,—,—
Pistons,East,-7.191070129,-9.113546142,—,—,—,—
Hornets,East,-10.18987911,-9.376932662,—,—,—,—
Blazers,West,-10.5328801,-10.3003104,—,—,—,—
