Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%
Celtics,East,8.999014186,7.37288611,23.04514001,97.53382292,40.52411154,26.59293163
76ers,East,6.079939051,4.734319497,4.752696071,96.60499075,15.84764462,8.006516391
Cavaliers,East,5.403390243,3.083237945,2.283101687,92.89981635,7.231049287,3.694102913
Nuggets,West,5.230132203,5.398509599,10.60757623,96.77436478,34.30120639,18.39051456
Knicks,East,4.283840983,3.148957374,2.493101687,88.84681144,6.510699525,3.411293163
Bucks,East,3.930571171,2.644873994,11.97262705,95.73808908,18.46410176,9.705534356
Heat,East,3.751767518,2.6769012,5.559305062,84.34867853,5.664149445,2.715519466
Warriors,West,3.743826139,1.754334617,4.03948635,82.77386381,10.34729811,4.541385243
Suns,West,2.572566352,0.618350079,2.982525409,87.20526981,15.28360586,6.402770487
Lakers,West,2.501284422,1.561758638,11.91510555,78.11461279,8.269361917,3.192762666
T-Wolves,West,2.180480449,0.313648876,7.445065339,88.41225509,6.598070078,2.208302712
Thunder,West,2.112320438,-0.486853478,0.173018456,85.04823547,3.692432703,0.931367638
Raptors,East,1.3638484,-0.407874519,0.315339659,45.26375537,0.749862072,0.228700301
Kings,West,1.330640021,0.652733078,4.027532669,75.09235937,5.042046718,1.357587555
Bulls,East,1.25359474,-1.092790313,0.085824723,34.03299714,0.650778021,0.37618915
Clippers,West,0.949979166,-0.802677795,0.203018456,50.33807842,4.172537007,2.251038932
Hawks,East,0.837017798,1.031067323,0.69535691,62.10473232,1.87186725,0.761466444
Grizzlies,West,0.217536478,1.223412788,<0.1,21.62643053,2.043323813,0.793391249
Pelicans,West,0.203279147,0.546995066,2.429927442,49.00014717,3.625347004,1.23217213
Mavericks,West,-0.418487608,0.990541706,0.095824723,63.89502995,5.906081757,2.116831146
Nets,East,-1.15439584,1.099484515,0.648230428,31.03197409,0.890778021,0.447271917
Magic,East,-1.78020044,-3.300212574,0.619978908,35.0186587,0.485546044,0.082676205
Pacers,East,-4.010845197,-4.353454619,2.969305062,30.44733434,0.848523334,0.187424338
Jazz,West,-4.269563371,-2.323814221,0.145824723,4.681404684,0.103827205,0.082676205
Wizards,East,-4.476578128,-2.977943722,<0.1,1.083899815,0.086376627,<0.1
Rockets,West,-6.727052265,-7.835414089,0.492507539,15.17676011,0.44451022,0.082676205
Hornets,East,-7.07778333,-5.816932737,<0.1,3.402063612,0.088135825,<0.1
Pistons,East,-8.872145876,-7.613012333,<0.1,1.642375537,0.086376627,<0.1
Blazers,West,-10.92685516,-7.383933429,<0.1,0.930594007,0.085175611,<0.1
Spurs,West,-13.03040484,-9.863336284,<0.1,0.930594007,0.085175611,<0.1
