Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%
Celtics,East,11.490402,8.417142821,—,100,63.77205592,41.8704525
Nuggets,West,4.734800468,6.276904327,—,100,36.96793125,19.68470654
Thunder,West,8.147213638,6.072776602,—,100,30.40976382,13.56990218
T-Wolves,West,7.453055305,5.571766398,—,100,20.44563652,9.254914407
Heat,East,1.890898523,3.518069362,—,100,2.723226875,1.061710375
76ers,East,-0.57726491,2.641123522,—,100,2.55071546,0.805438983
Knicks,East,3.171497313,2.587418468,—,100,15.52372039,5.114926634
Pelicans,West,4.340569405,2.357331407,—,100,0.338336202,0.118215757
Lakers,West,2.00366654,2.355442435,100,100,0.871375768,0.27797645
Suns,West,4.506139179,1.984120799,—,—,—,—
Bucks,East,1.550261965,1.734911903,—,100,2.259654605,0.675614301
Warriors,West,2.52117715,1.624487765,—,—,—,—
Clippers,West,1.92348003,1.473008914,—,100,4.316027326,1.851638136
Cavaliers,East,2.445560843,1.309879558,—,100,4.189481908,1.069197012
Pacers,East,2.926670691,0.858940722,—,100,6.351430921,1.590412454
Mavericks,West,2.860030364,0.84951156,—,100,6.650858295,2.451788046
Kings,West,2.787956304,0.847401368,—,—,—,—
Magic,East,2.633114706,0.840483804,—,100,2.629651106,0.60297645
Bulls,East,-0.352987169,-0.314483558,—,—,—,—
Rockets,West,-0.104678466,-1.960436318,—,—,—,—
Hawks,East,-3.931244433,-2.370109951,—,—,—,—
Nets,East,-3.675462829,-3.723773576,—,—,—,—
Raptors,East,-8.816883079,-4.853969528,—,—,—,—
Grizzlies,West,-7.895869882,-5.446568259,—,—,—,—
Jazz,West,-5.569557474,-5.507759405,—,—,—,—
Spurs,West,-2.705764142,-7.382723625,—,—,—,—
Wizards,East,-7.86006761,-8.098348252,—,—,—,—
Pistons,East,-7.364359804,-9.105021748,—,—,—,—
Hornets,East,-10.22421821,-9.244680906,—,—,—,—
Blazers,West,-10.07837945,-10.29667583,—,—,—,—
