Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%,Team.y,unit,make_playoffs,win_finals
Celtics,East,13.94419284,9.450085113,—,100,99.99986,97.22127526,Boston Celtics,bos,1,0.9722127526
Thunder,West,7.841212733,5.926596317,—,100,—,0,Oklahoma City Thunder,okc,1,0
T-Wolves,West,6.429817012,5.583973736,—,100,—,0,Minnesota Timberwolves,min,1,0
Nuggets,West,4.464576617,4.93493675,—,100,—,0,Denver Nuggets,den,1,0
Mavericks,West,5.683297946,3.55465323,—,100,99.99986,2.778697649,Dallas Mavericks,dal,1,0.02778697649
76ers,East,-0.90112677,2.246878431,—,100,—,0,Philadelphia 76ers,phi,1,0
Pelicans,West,3.951743461,2.118742748,—,100,—,0,New Orleans Pelicans,no,1,0
Lakers,West,1.695693894,2.079904108,100,100,—,0,Los Angeles Lakers,lal,1,0
Heat,East,1.614550085,1.996240142,—,100,—,0,Miami Heat,mia,1,0
Pacers,East,4.08816323,1.80367667,—,100,—,0,Indiana Pacers,ind,1,0
Bucks,East,1.266271604,1.655986827,—,100,—,0,Milwaukee Bucks,mil,1,0
Suns,West,4.695576719,1.579441741,—,100,—,0,Phoenix Suns,phx,1,0
Knicks,East,1.716283075,1.435301695,—,100,—,0,New York Knicks,ny,1,0
Warriors,West,2.704600506,1.406038688,—,0,—,0,Golden State Warriors,gs,0,0
Cavaliers,East,1.204677094,0.799663393,—,100,—,0,Cleveland Cavaliers,cle,1,0
Magic,East,2.097018955,0.764150244,—,100,—,0,Orlando Magic,orl,1,0
Kings,West,2.89440526,0.659150783,—,0,—,0,Sacramento Kings,sac,0,0
Clippers,West,0.826883486,0.567480936,—,100,—,0,LA Clippers,lac,1,0
Bulls,East,-0.727108218,-0.512878603,—,0,—,0,Chicago Bulls,chi,0,0
Rockets,West,0.073080178,-2.121710197,—,0,—,0,Houston Rockets,hou,0,0
Hawks,East,-3.851963898,-2.538502017,—,0,—,0,Atlanta Hawks,atl,0,0
Nets,East,-4.000436726,-3.833938821,—,0,—,0,Brooklyn Nets,bkn,0,0
Raptors,East,-9.272642219,-5.217986153,—,0,—,0,Toronto Raptors,tor,0,0
Grizzlies,West,-8.608661105,-5.784650983,—,0,—,0,Memphis Grizzlies,mem,0,0
Jazz,West,-6.251809636,-5.825972778,—,0,—,0,Utah Jazz,uta,0,0
Spurs,West,-2.921878467,-7.627958168,—,0,—,0,San Antonio Spurs,sa,0,0
Wizards,East,-8.362744504,-8.440902114,—,0,—,0,Washington Wizards,wsh,0,0
Pistons,East,-7.683848266,-9.585119256,—,0,—,0,Detroit Pistons,det,0,0
Hornets,East,-10.92136922,-9.681096487,—,0,—,0,Charlotte Hornets,cha,0,0
Blazers,West,-9.669095478,-10.63921782,—,0,—,0,Portland Trail Blazers,por,0,0
