Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%
Celtics,East,10.33681845,7.983636387,—,98.52675514,51.50175857,33.31596282
Thunder,West,9.274997915,3.974591614,—,98.29621799,14.47641761,5.793404035
Pelicans,West,7.13485057,2.412536458,—,90.56603878,5.101646844,1.634215861
T-Wolves,West,7.079833899,3.700101564,—,98.29621799,13.82577585,5.161980182
Cavaliers,East,6.267115998,4.529065436,—,98.52675514,12.45115861,6.021980182
Clippers,West,5.930679243,2.107357942,—,98.29621799,17.86841166,8.331914121
Bucks,East,5.648953204,3.128561216,—,98.52675514,14.86789653,7.306435591
Nuggets,West,2.769077119,5.832769685,—,98.28621799,31.00364694,15.84990091
Suns,West,2.49366603,1.89312128,—,70.20665993,6.059786521,2.672183407
Knicks,East,2.380420589,2.782281093,—,97.58675514,5.786303848,2.682166204
Magic,East,1.624615352,-0.434856143,—,95.50525965,1.013635301,0.312827737
76ers,East,1.506108374,3.577772062,—,91.12868433,6.376303848,2.751287118
Heat,East,0.893484403,1.914806802,—,94.77343112,5.429012725,2.162166204
Pacers,East,0.317426934,-2.419322112,—,77.68091924,1.639905514,0.432390938
Mavericks,West,0.303258182,-0.556738183,—,68.80257954,3.074574028,1.382166204
Warriors,West,0.282828713,1.751913602,—,51.49367166,2.674919946,1.29863918
Kings,West,0.27719758,0.83029442,—,79.06849156,2.755411564,0.941083102
Lakers,West,-0.316032643,1.666852119,100,41.71820364,2.962406603,1.405889871
Bulls,East,-0.516316535,0.34053172,—,27.1557963,0.448177219,0.144829908
Rockets,West,-0.8355336,-4.948543167,—,2.367547217,0.110633653,0.055461364
Nets,East,-2.971217102,-2.181154224,—,7.703218967,0.160505723,<0.1
Raptors,East,-2.980564679,-1.325724613,—,1.293333724,0.097419492,<0.1
Jazz,West,-3.032928829,-3.463841717,—,2.601906718,0.086342831,0.084829908
Hawks,East,-3.956043901,-0.823101559,—,11.59230701,0.227896345,0.172827737
Grizzlies,West,-6.516869455,-3.107921745,—,<0.1,<0.1,<0.1
Spurs,West,-6.765795571,-9.80628541,—,<0.1,<0.1,<0.1
Pistons,East,-8.439893499,-8.848525547,—,<0.1,<0.1,<0.1
Blazers,West,-8.469853017,-8.324194455,—,<0.1,<0.1,<0.1
Wizards,East,-9.358929194,-6.220930761,—,<0.1,<0.1,<0.1
Hornets,East,-10.42173379,-8.229041084,—,<0.1,<0.1,<0.1
