Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%
Celtics,East,9.986127416,7.358887969,—,97.28661447,40.41132453,26.2178337
Thunder,West,8.263477244,3.048153179,—,98.0453556,13.44363236,5.183655908
76ers,East,6.014035052,5.140778809,—,97.27661447,18.64374916,10.17275985
T-Wolves,West,5.982595062,2.388308443,—,98.0453556,10.7590007,4.231743061
Clippers,West,5.952035689,1.983836263,—,98.0453556,16.32862685,6.79413977
Nuggets,West,4.865159493,5.725908972,—,98.0353556,34.71983013,17.57613299
Cavaliers,East,4.154042745,4.082610761,—,97.0754604,7.738374812,4.113329806
Pelicans,West,4.103688672,1.713968239,—,85.85090866,5.537725369,1.815355258
Knicks,East,4.067240436,3.810218797,—,96.3421448,8.189183007,3.723517662
Bucks,East,3.579003711,2.311834201,—,97.23661447,16.97679534,8.245519693
Suns,West,1.721660764,1.28655607,—,80.68119695,7.08053028,3.639470627
Rockets,West,0.744374434,-5.371671469,—,20.85702121,0.215471599,0.194659328
Pacers,East,0.559925575,-2.740228956,—,85.33306893,1.746212781,0.683329806
Warriors,West,0.360260612,0.69860532,—,21.6512378,1.650908089,0.793329806
Magic,East,0.061375059,-1.04857241,—,75.30273595,0.807415641,0.403535253
Lakers,West,0.004602109,1.47045316,100,50.23817866,3.731816178,1.674939295
Heat,East,-0.02301902,0.707145747,—,83.52883432,4.176749623,1.403517662
Bulls,East,-0.52665275,0.638554533,—,33.1474822,0.487103209,0.270427876
Mavericks,West,-0.532715649,-0.759952219,—,56.66736556,2.848583743,1.025188794
Kings,West,-0.7707649,0.553836501,—,75.07442511,3.294978582,1.223896131
Raptors,East,-1.677093099,-0.710392111,—,10.1668388,0.218907987,0.068341295
Jazz,West,-2.211922897,-2.603917234,—,12.50529049,0.239894221,0.102426729
Nets,East,-2.330054202,-0.837438177,—,12.32181906,0.20102489,0.078341295
Hawks,East,-3.444734927,-1.25144412,—,12.02042896,0.403132839,0.323535253
Grizzlies,West,-5.041842752,-0.572945387,—,4.302933887,0.148984561,<0.1
Wizards,East,-7.827236425,-4.873591338,—,<0.1,<0.1,<0.1
Spurs,West,-7.896769195,-9.721809578,—,<0.1,<0.1,<0.1
Blazers,West,-9.432277938,-7.292291504,—,<0.1,<0.1,<0.1
Pistons,East,-9.967281752,-8.873268304,—,<0.1,<0.1,<0.1
Hornets,East,-10.70774444,-8.036925083,—,2.961324231,<0.1,<0.1
