Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%
Celtics,East,8.919448359,7.034547942,19.98461759,97.3250762,39.97890479,25.4279974
76ers,East,5.754741646,4.778002874,3.389384919,95.48589073,16.47103742,8.397916927
Nuggets,West,5.416230867,5.405496081,15.20227064,96.78895445,33.8613927,18.89492366
Cavaliers,East,5.08295759,2.823694172,2.506548635,92.87599346,8.059771831,3.734984732
Heat,East,4.133892584,2.550771785,7.525026451,84.11473234,6.519828873,2.736114694
Warriors,West,3.99942726,2.247429219,3.582513226,89.69950595,12.66057449,5.162972518
Knicks,East,3.790340991,2.851630451,1.972051466,84.19042288,5.399898592,2.72179974
Bucks,East,3.181859512,2.165035255,9.982566128,93.0199278,17.49313965,9.170113032
Lakers,West,3.105690856,1.745263819,11.09362811,81.44565535,9.57041781,3.803844898
Suns,West,2.652109549,0.852102224,2.332513226,84.28555446,13.56823712,6.445945035
T-Wolves,West,2.228084361,0.015265614,7.795752073,86.64630671,6.247471136,2.169123716
Bulls,East,1.617036532,-0.79780361,0.511743877,42.58372293,0.864503969,0.406370899
Raptors,East,1.482198025,-0.690437189,1.271760331,48.97561656,0.954695187,0.298791524
Clippers,West,1.374337171,-0.751925229,0.10458163,57.60955694,5.284459591,2.292229388
Kings,West,1.04214589,0.149327873,2.711220578,64.33233373,3.606721561,1.137948299
Thunder,West,0.65713281,-1.347584933,0.160802124,70.30221692,2.350143622,0.701661577
Hawks,East,0.536436463,1.064694645,2.240725622,62.95458416,1.933591755,0.781714456
Grizzlies,West,0.305571641,1.609171383,0.08458163,30.52765196,2.762488115,1.113726588
Mavericks,West,-0.603535892,0.909520973,0.10458163,71.50630671,5.990382992,2.447783511
Pelicans,West,-0.804629547,0.593796979,0.892051466,44.89463686,3.231647424,1.092638976
Nets,East,-1.113066437,1.504424404,1.386703514,35.68484032,1.058385026,0.4374198
Magic,East,-1.917845976,-3.659265933,0.360534729,24.62492825,0.399164522,0.082723728
Wizards,East,-3.97634234,-2.717470678,0.08458163,1.929668592,0.08622208,<0.1
Pacers,East,-4.2597577190000004,-4.389247707,2.56028404,28.83018913,0.60841214,0.158791524
Jazz,West,-4.305043103,-2.337915004,0.82757101,6.107107924,0.175884118,0.092723728
Hornets,East,-6.285399,-5.379077361,0.09458163,4.908631583,0.08622208,<0.1
Rockets,West,-7.652255386,-7.98112946,0.983077199,10.41545732,0.521538221,0.082723728
Pistons,East,-8.259552378,-7.459262327,0.08458163,2.495775071,0.08622208,<0.1
Blazers,West,-8.891981638,-6.679117508,0.08458163,2.266147795,0.084320551,<0.1
Spurs,West,-12.87346419,-9.807955472,0.08458163,3.172606913,0.084320551,<0.1
