Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%
Celtics,East,9.682716979,7.736142294,—,98.95214822,48.9738306,32.03754043
Thunder,West,9.1844654,3.857514334,—,98.23178393,14.73628234,5.726672827
Pelicans,West,6.938405556,2.413878744,—,88.16644866,5.319141931,1.842123172
T-Wolves,West,6.541103487,3.734440291,—,98.23178393,13.10633999,5.10462036
Cavaliers,East,6.16413922,4.669303851,—,98.95214822,13.19054948,6.06000462
Clippers,West,5.8599022099999996,2.155916144,—,98.21178393,17.29570584,8.383354895
Bucks,East,5.633988013,3.110588162,—,98.94214822,15.2223158,7.565016171
Suns,West,2.64921861,2.01758964,—,76.67247203,6.712989458,2.755796283
Nuggets,West,2.589979387,5.892632331,—,98.21178393,31.05944822,16.5031018
Lakers,West,1.993348913,1.778432052,100,47.60349203,2.88628461,1.237564131
Knicks,East,1.691846412,2.6784632,—,97.03214822,7.791721641,2.898338724
Magic,East,1.202259416,-0.611726774,—,95.07237584,1.007896651,0.35311257
Warriors,West,1.162167271,2.107899684,—,50.93576043,3.017978566,1.360235567
76ers,East,1.038927033,3.468658291,—,86.02828147,6.265274739,2.979746907
Heat,East,0.970553987,2.012926131,—,95.45861493,4.987032985,1.847564131
Pacers,East,0.57991817,-2.276469991,—,82.89004772,1.553516492,0.433070588
Kings,West,0.504989324,0.889885599,—,72.44794149,2.606570584,0.942123172
Mavericks,West,0.27108201,-0.468715271,—,66.75313626,3.063141168,1.445810625
Bulls,East,-0.52204808,0.333000739,—,25.36422279,0.405450223,0.104969714
Rockets,West,-0.841946487,-5.112910447,—,1.975068984,0.110136573,0.055552769
Jazz,West,-2.763420458,-3.587788058,—,2.558515451,0.08595489,0.084969714
Raptors,East,-3.125121023,-1.406676314,—,1.104186477,0.086438113,<0.1
Nets,East,-3.257631014,-2.349824488,—,6.195550616,0.178816133,0.053869747
Hawks,East,-3.691688081,-0.863135391,—,14.0080979,0.337131169,0.18311257
Grizzlies,West,-6.460920102,-2.968772487,—,<0.1,<0.1,<0.1
Spurs,West,-7.421333854,-9.963432471,—,<0.1,<0.1,<0.1
Pistons,East,-8.197786557,-8.760635885,—,<0.1,<0.1,<0.1
Blazers,West,-9.010139726,-8.34139911,—,<0.1,<0.1,<0.1
Wizards,East,-9.072666691,-6.233856394,—,<0.1,<0.1,<0.1
Hornets,East,-10.5014607,-8.28166842,—,<0.1,<0.1,<0.1
