Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%,Team.y,unit,make_playoffs,win_finals
Celtics,East,9.827030607,7.358186019,—,97.20522185,42.60192724,28.20641817,Boston Celtics,bos,0.9720522185,0.28206418169999997
Thunder,West,8.195784769,3.262196674,—,98.11617095,12.88342867,5.104416535,Oklahoma City Thunder,okc,0.9811617094999999,0.051044165350000004
Clippers,West,6.666244596,2.590949312,—,98.11617095,17.00400025,8.263249606,LA Clippers,lac,0.9811617094999999,0.08263249606
T-Wolves,West,6.595932116,2.90676057,—,98.11617095,11.72342867,4.704416535,Minnesota Timberwolves,min,0.9811617094999999,0.04704416535
Knicks,East,4.71208695,3.762057825,—,96.61726871,10.57861435,5.034416535,New York Knicks,ny,0.9661726871,0.05034416535
Cavaliers,East,4.431035545,4.3822734,—,97.05431074,11.42691688,6.41370989,Cleveland Cavaliers,cle,0.9705431074,0.0641370989
Pelicans,West,4.334543141,1.586727009,—,86.92170159,5.261714333,1.791854945,New Orleans Pelicans,no,0.8692170159,0.01791854945
76ers,East,4.301865202,4.503713263,—,97.12522185,10.65591048,5.086652372,Philadelphia 76ers,phi,0.9712522185,0.050866523719999994
Nuggets,West,3.698405654,5.642095154,—,98.11617095,33.83400036,16.63495319,Denver Nuggets,den,0.9811617094999999,0.16634953190000001
Bucks,East,3.071234387,2.332389402,—,97.11522185,16.76276134,8.806562008,Milwaukee Bucks,mil,0.9711522185,0.08806562008
Suns,West,1.871713408,1.60149186,—,81.27511048,7.363647175,3.126043955,Phoenix Suns,phx,0.8127511047999999,0.03126043955
Magic,East,1.719788656,-0.316433372,—,86.84254196,1.279042974,0.374658702,Orlando Magic,orl,0.8684254196000001,0.00374658702
Rockets,West,1.049997479,-5.24396626,—,17.04047862,0.225194317,0.085728609,Houston Rockets,hou,0.1704047862,8.572860899999999e-4
Pacers,East,0.64464777,-2.511865569,—,82.7649054,1.760993937,0.436759874,Indiana Pacers,ind,0.827649054,0.00436759874
Warriors,West,0.294533118,1.0798575,—,22.24914364,1.590162189,0.497873944,Golden State Warriors,gs,0.2224914364,0.00497873944
Kings,West,0.164194196,0.669370909,—,85.0554696,3.442434825,1.205347985,Sacramento Kings,sac,0.850554696,0.01205347985
Lakers,West,0.012116555,1.467216852,100,51.49390192,3.584800049,1.155347985,Los Angeles Lakers,lal,0.5149390192,0.01155347985
Mavericks,West,-0.89368598,-1.041907706,—,51.03362666,2.758736894,1.096652372,Dallas Mavericks,dal,0.5103362666,0.010966523720000001
Heat,East,-1.090981783,0.616362791,—,77.96072363,3.488552268,1.286652372,Miami Heat,mia,0.7796072363000001,0.01286652372
Nets,East,-1.243053122,-0.858492363,—,16.08897295,0.258297993,0.110037849,Brooklyn Nets,bkn,0.1608897295,0.00110037849
Bulls,East,-1.55272718,0.64362210500000006,—,22.71252876,0.359473664,0.165728609,Chicago Bulls,chi,0.2271252876,0.00165728609
Raptors,East,-2.028205164,-0.679511509,—,8.195019172,0.190484798,0.080037849,Toronto Raptors,tor,0.08195019172000001,8.003784899999999e-4
Jazz,West,-2.161777042,-2.835955983,—,8.236706205,0.179651456,0.085728609,Utah Jazz,uta,0.08236706205000001,8.572860899999999e-4
Hawks,East,-2.861205451,-0.838804844,—,17.36181721,0.636997979,0.204658702,Atlanta Hawks,atl,0.17361817210000002,0.00204658702
Grizzlies,West,-5.767193585,-1.737703577,—,4.229158184,0.148783509,<0.1,Memphis Grizzlies,mem,0.04229158184,0.001
Spurs,West,-7.873421077,-9.843983363,—,<0.1,<0.1,<0.1,San Antonio Spurs,sa,0.001,0.001
Blazers,West,-8.00312158,-7.052899645,—,<0.1,<0.1,<0.1,Portland Trail Blazers,por,0.001,0.001
Wizards,East,-8.490158446,-5.361148517,—,<0.1,<0.1,<0.1,Washington Wizards,wsh,0.001,0.001
Pistons,East,-9.236188323,-9.083479517,—,<0.1,<0.1,<0.1,Detroit Pistons,det,0.001,0.001
Hornets,East,-10.84003383,-8.5443973540000009,—,2.956227018,<0.1,<0.1,Charlotte Hornets,cha,0.02956227018,0.001
