Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%
Celtics,East,9.086507726,7.374831418,23.12514001,97.85193451,41.18260592,26.55293163
76ers,East,5.874542753,4.483231355,5.302696071,96.46575953,14.75930644,7.436516391
Nuggets,West,5.403060658,5.479299569,10.86757623,97.02541632,35.63875309,19.14051456
Cavaliers,East,5.289974777,3.037450054,2.293101687,91.380123,7.478857315,3.554102913
Knicks,East,4.282243438,3.18622248,2.443101687,88.545772,6.568870232,3.371293163
Bucks,East,3.957422508,2.68465154,11.86262705,95.88161152,18.552119,9.785534356
Heat,East,3.907783089,2.70084209,5.719305062,84.981534,5.700890888,2.675519466
Warriors,West,3.594656893,1.735728354,3.78948635,81.954377590000007,9.765882651,4.221385243
Lakers,West,2.81616282,1.627900092,11.57510555,78.87243858,8.469657099,3.322762666
Suns,West,2.549178211,0.650813775,2.792525409,85.49230594,14.72510411,6.352770487
T-Wolves,West,2.15293385,0.210912616,7.355065339,88.96629461,6.528914245,2.268302712
Bulls,East,1.340111962,-1.05356651,0.095824723,34.69272787,0.581041041,0.37618915
Clippers,West,1.101562759,-0.815927858,0.283018456,52.80384753,4.379657099,2.281038932
Hawks,East,1.053405747,1.054228241,0.92535691,62.94721428,1.926416198,0.771466444
Raptors,East,1.035896812,-0.383321884,0.275339659,40.59981154,0.753491095,0.228700301
Thunder,West,1.002093564,-0.941055401,0.163018456,78.83025899,2.928424471,0.801367638
Kings,West,0.932140769,0.454824737,3.977532669,67.72243858,4.261232628,1.207587555
Grizzlies,West,0.299994592,1.330129289,<0.1,25.11701024,2.256739577,0.863391249
Pelicans,West,0.011396569,0.477499525,2.349927442,47.67016996,3.399812963,1.11217213
Mavericks,West,-0.106553341,1.116460905,0.105824723,72.6471883,6.719657099,2.566831146
Nets,East,-0.862390066,1.242187078,0.608230428,35.98702298,0.921041041,0.447271917
Magic,East,-1.825208343,-3.366375487,0.639978908,31.79543849,0.461041041,0.092676205
Pacers,East,-4.023689762,-4.461649557,2.779305062,32.43925379,0.853630296,0.187424338
Jazz,West,-4.238008623,-2.36124836,0.195824723,4.913364808,0.201823315,0.092676205
Wizards,East,-4.458835731,-2.947294953,<0.1,1.090149772,0.086896497,<0.1
Hornets,East,-7.070147019,-5.814019222,<0.1,3.688279875,0.086896497,<0.1
Rockets,West,-7.416088503,-7.986694396,0.472507539,16.10722816,0.555735331,0.082676205
Pistons,East,-8.547630464,-7.467531859,<0.1,1.653366841,0.086896497,<0.1
Blazers,West,-9.929413308,-6.904953689,<0.1,0.938830195,0.084303164,<0.1
Spurs,West,-13.03064632,-9.873280097,<0.1,0.938830195,0.084303164,<0.1
