Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%,Team.y,unit,make_playoffs,win_finals
Celtics,East,9.205939025,7.475311297,23.4230519,97.90460404,40.63852779,26.91470689,Boston Celtics,bos,0.9790460404,0.2691470689
Nuggets,West,5.497229421,5.376633411,11.21832826,96.86383542,34.91996613,18.80594859,Denver Nuggets,den,0.9686383542,0.1880594859
76ers,East,5.47218272,4.72339609,4.440515666,96.816926,15.28859604,8.040507649,Philadelphia 76ers,phi,0.9681692599999999,0.08040507649
Cavaliers,East,5.249488339,3.038842886,2.346175575,92.78673932,7.827705559,3.759189718,Cleveland Cavaliers,cle,0.9278673932,0.03759189718
Heat,East,4.496897679,2.895139811,6.268526725,86.89087187,6.340565126,3.02220306,Miami Heat,mia,0.8689087187,0.030222030599999998
Bucks,East,4.040373193,2.386286829,12.19721376,96.50352123,18.50649009,9.350023536,Milwaukee Bucks,mil,0.9650352123,0.09350023536
Knicks,East,3.84735882,2.914873733,2.116175575,87.37306538,5.842280557,2.938470689,New York Knicks,ny,0.8737306538,0.029384706889999997
Warriors,West,3.611337456,1.486817854,3.834128449,82.17875636,8.996788822,4.102541492,Golden State Warriors,gs,0.8217875635999999,0.04102541492
Lakers,West,2.441975093,1.575312859,11.1707622,76.92920653,8.387989838,3.286732836,Los Angeles Lakers,lal,0.7692920653,0.03286732836
Suns,West,2.415138907,0.618448254,2.619442753,85.57167877,14.69470743,6.285082985,Phoenix Suns,phx,0.8557167877,0.06285082985
Thunder,West,2.304654433,-0.472269122,0.161761403,85.33989947,4.17399586,1.155577612,Oklahoma City Thunder,okc,0.8533989947,0.011555776120000001
T-Wolves,West,2.09512749,0.394720361,7.271424222,89.46241119,6.661192548,2.373728358,Minnesota Timberwolves,min,0.8946241119,0.02373728358
Raptors,East,1.287580482,-0.428378008,0.31455644,46.45667117,0.860902453,0.31819204,Toronto Raptors,tor,0.4645667117,0.0031819204
Kings,West,1.100294189,0.383988317,4.010712111,69.53704951,4.046566106,1.208470689,Sacramento Kings,sac,0.6953704951,0.012084706890000001
Clippers,West,0.99260709,-0.554103661,0.221761403,51.26339468,4.159837555,1.986732836,LA Clippers,lac,0.5126339468,0.019867328360000002
Bulls,East,0.729845282,-0.93928409,0.085119669,28.77308466,0.569605666,0.335176507,Chicago Bulls,chi,0.2877308466,0.00335176507
Pelicans,West,0.504306082,0.869145405,2.355798173,53.30564966,4.526566106,1.429571027,New Orleans Pelicans,no,0.5330564966,0.01429571027
Hawks,East,0.477223706,1.009814721,0.622437639,61.0102755,1.708296885,0.660084608,Atlanta Hawks,atl,0.610102755,0.00660084608
Grizzlies,West,0.341898437,1.222298399,<0.1,22.5409681,2.103119225,0.678793291,Memphis Grizzlies,mem,0.225409681,0.00678793291
Mavericks,West,-0.061544761,0.997369574,0.115119669,66.65117729,6.437989838,2.271524895,Dallas Mavericks,dal,0.6665117729000001,0.022715248950000003
Magic,East,-1.369815707,-3.144576419,0.605871562,39.95020662,0.459605666,0.102411422,Orlando Magic,orl,0.3995020662,0.00102411422
Nets,East,-1.740954074,1.066122102,0.565534003,28.88721075,0.84681508,0.416447965,Brooklyn Nets,bkn,0.28887210750000003,0.00416447965
Pacers,East,-4.102619363,-4.352137747,2.938526725,30.22811274,0.850787691,0.186824083,Indiana Pacers,ind,0.3022811274,0.0018682408300000001
Jazz,West,-4.213611973,-2.370981079,0.575871562,4.181152952,0.157815086,0.082411422,Utah Jazz,uta,0.041811529519999995,8.2411422e-4
Wizards,East,-4.713133198,-2.923921005,<0.1,1.051184573,0.08660713,<0.1,Washington Wizards,wsh,0.01051184573,0.001
Hornets,East,-6.43635391,-5.775108219,<0.1,3.712339481,0.08660713,<0.1,Charlotte Hornets,cha,0.03712339481,0.001
Rockets,West,-6.486823198,-7.87697565,0.518625872,14.30360179,0.562735371,0.082411422,Houston Rockets,hou,0.1430360179,8.2411422e-4
Pistons,East,-8.555129623,-7.574112045,<0.1,1.655186664,0.08660713,<0.1,Detroit Pistons,det,0.01655186664,0.001
Blazers,West,-10.94227429,-7.418074536,<0.1,0.935609137,0.085365046,<0.1,Portland Trail Blazers,por,0.00935609137,0.001
Spurs,West,-13.09846344,-9.96453239,<0.1,0.935609137,0.085365046,<0.1,San Antonio Spurs,sa,0.00935609137,0.001
