Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%
Celtics,East,11.28489826,8.551606489,—,99.18073085,58.51645715,38.74210141
T-Wolves,West,6.937827498,4.717511775,—,99.63632465,14.54071303,5.823503617
Pelicans,West,6.780423344,4.207043046,—,92.76815663,7.110178257,2.921562577
Thunder,West,6.065940458,4.134957452,—,99.63632465,11.67546085,4.985092278
Suns,West,5.22855914,2.854242747,—,87.73406367,6.210583386,2.410273697
Nuggets,West,4.870710925,6.473257455,—,99.63632465,36.59192054,18.61164218
Mavericks,West,4.773234004,1.643954537,—,99.63632465,7.485938658,3.023503617
Knicks,East,3.89333551,3.059379382,—,99.18073085,7.393413239,2.711751809
Cavaliers,East,3.595821036,2.740029368,—,99.13073085,6.833852356,2.632478342
Clippers,West,3.57014707,1.872254572,—,99.63632465,9.911069541,4.874656872
Pacers,East,3.21337954,-0.175056167,—,96.19426518,1.612897752,0.429778601
Bucks,East,2.964160233,2.726634064,—,99.18073085,9.550973168,3.897031596
Warriors,West,2.441523877,2.205679633,—,40.10907794,2.880291693,1.162174872
Kings,West,1.533363672,0.588377423,—,52.29530805,1.337857003,0.412401048
Magic,East,1.354408173,-0.05610465,—,94.28880066,1.266784626,0.400220705
Heat,East,1.187897795,3.18686908,—,91.88073085,6.793413239,2.556164218
Lakers,West,0.975691904,2.090470214,100,28.91172083,2.255943473,0.854403013
Rockets,West,-0.5234367,-2.421596947,—,—,—,—
Bulls,East,-0.766409857,-0.434020913,—,19.70754457,0.146205267,0.044423311
76ers,East,-1.80375754,3.042670452,—,86.0233086,7.689753927,3.462328436
Hawks,East,-3.106564766,-1.191429948,—,15.23237753,0.196205267,0.044423311
Spurs,West,-4.121140176,-8.041090834,—,—,—,—
Nets,East,-4.431689252,-3.550438434,—,—,—,—
Jazz,West,-4.644043147,-5.529253665,—,—,—,—
Pistons,East,-7.257564712,-9.163878311,—,—,—,—
Raptors,East,-7.871254959,-4.532081516,—,—,—,—
Grizzlies,West,-7.989255967,-5.062987259,—,—,—,—
Wizards,East,-8.079274684,-7.893495292,—,—,—,—
Blazers,West,-9.338562246,-10.05640079,—,—,—,—
Hornets,East,-10.52263623,-9.363692278,—,—,—,—
