Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%
Celtics,East,10.79549078,8.033555287,—,98.5644964,50.84533184,32.86078835
Thunder,West,8.135946016,4.362500632,—,98.54470085,16.35615445,6.882970731
Pelicans,West,7.673581188,3.185350561,—,94.96723124,7.104846336,2.364400542
T-Wolves,West,7.009527745,3.551424608,—,98.54470085,10.6122256,4.047401219
Clippers,West,5.264020264,2.253747227,—,98.53470085,16.3489024,8.204407314
Cavaliers,East,5.097428842,4.18198029,—,98.5644964,11.06669066,4.637401219
Bucks,East,4.779873706,2.949073938,—,98.5644964,15.54799936,7.538305486
Nuggets,West,3.707404635,5.832593441,—,98.54470085,31.131128,16.71520083
Suns,West,2.079890233,2.496776355,—,75.10549189,7.222753515,3.032970731
Knicks,East,1.781772851,2.845308399,—,97.1244964,8.01835973,2.882619512
Mavericks,West,1.334291015,-0.366357601,—,73.68644614,3.021731022,1.362619512
Pacers,East,1.205457215,-1.937307136,—,87.05877487,1.758699904,0.452539048
Warriors,West,1.055757171,1.74512952,—,42.13821585,2.240916423,1.258987067
76ers,East,1.011636443,3.333243198,—,85.65139175,5.994179865,2.931661097
Magic,East,0.696984812,-0.468788489,—,95.7444964,1.128140516,0.332889809
Heat,East,0.050471408,1.981712234,—,91.8344964,4.68223982,1.932619512
Lakers,West,-0.198547055,1.800917853,100,50.43649471,3.386376757,1.316254729
Kings,West,-0.418885606,0.45549086,—,67.68478986,2.3797237,0.841309756
Bulls,East,-0.680922252,0.070920115,—,28.11367827,0.464948404,0.174860375
Rockets,West,-0.6909154,-4.345709783,—,1.33185707,0.109644906,<0.1
Nets,East,-2.925858121,-2.724234733,—,3.20786562,0.148053599,<0.1
Jazz,West,-2.9860243,-3.708953405,—,0.480640699,0.085571174,<0.1
Hawks,East,-3.523410707,-0.768382516,—,15.51127222,0.345321836,0.104860375
Raptors,East,-4.310448381,-1.712067372,—,0.060009713,<0.1,<0.1
Spurs,West,-5.392212371,-9.296535988,—,—,<0.1,<0.1
Grizzlies,West,-6.399577324,-3.622554316,—,<0.1,<0.1,<0.1
Blazers,West,-7.336929547,-8.715656395,—,<0.1,<0.1,<0.1
Pistons,East,-7.685114257,-8.520242821,—,<0.1,<0.1,<0.1
Wizards,East,-8.476858917,-6.605499012,—,—,<0.1,<0.1
Hornets,East,-10.71535468,-8.731486308,—,<0.1,<0.1,<0.1
