Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%
Celtics,East,9.172056497,7.201754531,—,97.70442202,41.1447846,26.28671103
76ers,East,7.103625357,5.593880397,—,97.32648206,19.88680674,11.59101331
Nuggets,West,6.938123467,5.711594257,—,97.78666657,35.80782417,18.3542666
T-Wolves,West,4.667043377,2.090504992,—,96.32131935,11.95834725,4.404709316
Bucks,East,4.242961542,2.453729755,—,97.30648206,19.45063411,9.142533272
Thunder,West,4.231117474,2.001028261,—,95.03278637,9.462638376,2.899217767
Pelicans,West,3.477404201,1.14614504,—,70.10816662,5.529752126,1.660396497
Warriors,West,2.68929682,1.329608746,—,62.13718675,5.05357216,1.838405323
Clippers,West,2.669856936,0.095498347,—,86.29497541,7.862573185,3.60570664
Lakers,West,2.502843411,1.727687889,100,70.41043512,6.895358241,3.032325596
Heat,East,1.794002457,2.587377912,—,91.79870424,5.620235767,2.525248279
Cavaliers,East,1.711340184,2.76407093,—,86.79756317,4.680157178,2.33900405
Suns,West,1.616451773,0.713725174,—,57.93498098,8.510716481,3.967653302
Knicks,East,1.253295195,2.712124471,—,84.19756317,3.99014146,2.13900405
Magic,East,0.368927534,-1.44014065,—,84.95022391,1.750132619,0.504892934
Bulls,East,0.167561622,0.570133769,—,32.60912676,0.584759449,0.32968542
Raptors,East,0.063966593,-0.643237177,—,21.72338946,0.517059866,0.18968542
Kings,West,-0.05080534,0.79289499,—,65.63866221,3.85357216,1.605248279
Rockets,West,-0.195318781,-6.150700298,—,28.33955714,0.413281972,0.312169361
Mavericks,West,-0.332013439,-0.716711486,—,57.60087018,3.638878492,1.590506654
Hawks,East,-0.44665642,-0.17614747,—,23.52912676,0.718510476,0.377968482
Nets,East,-1.174488452,0.527464229,—,32.4722372,0.599803388,0.231492561
Pacers,East,-1.711879252,-3.136423574,—,45.62501401,0.798266292,0.514866498
Grizzlies,West,-3.307629932,-0.435211399,—,9.358263871,0.697447523,0.312169361
Jazz,West,-5.223399787,-3.502242217,—,2.55657748,0.14620034,<0.1
Wizards,East,-7.404346619,-3.925968819,—,0.238818779,0.086236016,<0.1
Hornets,East,-8.711653424,-7.357839235,—,3.529601078,0.086236016,<0.1
Blazers,West,-9.718844785,-5.651170907,—,0.239775981,0.08491876,<0.1
Pistons,East,-10.2162918,-8.92609198,—,0.191245317,0.086236016,<0.1
Spurs,West,-10.35149644,-11.05108774,—,0.239775981,0.08491876,<0.1
