Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%
Celtics,East,9.591383423,7.200016523,—,97.81508615,41.7536531,26.34844612
T-Wolves,West,6.391729302,2.484079863,—,97.63979544,12.35139814,4.825710414
Pelicans,West,6.173485656,1.920522002,—,87.95927158,7.555699069,2.403443708
76ers,East,5.983513024,5.051195052,—,97.6959221,17.50960033,9.491202239
Nuggets,West,5.782263338,5.753862584,—,97.70880007,35.05799379,18.6480056
Thunder,West,5.418621827,2.365422745,—,97.47256839,11.89478529,4.443454164
Clippers,West,3.773023052,1.08167429,—,93.80836376,10.36304705,4.111202239
Knicks,East,3.196118382,3.449664645,—,92.43560144,7.629300118,3.454782072
Bucks,East,2.562085224,2.192575143,—,96.8383778,17.66580071,8.748148056
Cavaliers,East,2.399145161,3.278430911,—,87.79928136,6.17336531,2.840092281
Heat,East,2.071937941,2.40835455,—,90.35768761,5.33161189,2.481233219
Lakers,West,1.264602264,1.426340705,100,54.45858945,4.414016606,1.892854304
Warriors,West,0.919540829,0.710928511,—,38.06139488,2.906285559,1.043443708
Magic,East,0.701314577,-1.440620507,—,79.50608703,1.220948043,0.530748803
Suns,West,0.190834065,0.679193113,—,47.99726695,6.689754615,3.597135759
Mavericks,West,0.061113936,-0.300326343,—,67.60046869,3.789877307,1.407140276
Rockets,West,-0.130971359,-5.686609892,—,29.19934852,0.354779193,0.316684192
Kings,West,-0.15768126,0.462639631,—,76.40449506,3.95768235,1.541727082
Bulls,East,-0.166972786,0.424126969,—,32.97047943,0.56466317,0.26213954
Raptors,East,-0.189553378,-0.713325968,—,17.06146704,0.300480759,0.17213954
Pacers,East,-0.215473223,-2.494901254,—,67.14723609,0.799809123,0.532168261
Hawks,East,-0.600633216,-0.393901227,—,22.56589587,0.583618772,0.372856439
Nets,East,-1.929156711,-0.596500102,—,13.92238462,0.206385792,0.133394306
Grizzlies,West,-3.893997596,-0.269510112,—,7.090346967,0.344779193,0.111821103
Jazz,West,-4.147068669,-3.145877623,—,4.217159605,0.153361795,0.082805647
Wizards,East,-9.00240676,-4.478464869,—,0.191450843,0.086920962,<0.1
Hornets,East,-9.15243479,-7.636172812,—,3.533394234,0.086920962,<0.1
Spurs,West,-9.837523056,-10.75253307,—,0.191065315,0.083270025,<0.1
Blazers,West,-10.42278487,-6.500301478,—,0.191065315,0.083270025,<0.1
Pistons,East,-10.77062071,-9.10217978,—,0.159648377,0.086920962,<0.1
